generated_at,price_source,signal_date,market_regime,regime_score,pct_above_ma20,pct_above_ma60,pct_mom20_pos,pct_strong,median_mom20,total_input_rows,latest_stock_count,core_buy_count,core_test_count,core_watch_count,alpha_buy_count,alpha_test_count,alpha_watch_count,trade_buy_count,trade_test_count,trade_watch_count,core_count,alpha_count,trade_plan_count,core_max_score,alpha_max_score,note
2026-07-06 14:18:23,price_panel_daily.csv,2026-07-06,RANGE,2,0.6796,0.6796,0.0,0.0,0.0,21591,1080,0,30,0,19,11,0,5,8,0,30,30,13,71.0,89.0,v265.3 dual engine
