source,method,date,index_close,index_change_pct,index_change_pct_text,advance_ratio,decline_ratio,median_return,market_score,market_regime,market_label,generated_at,system,action_policy
price_panel_daily.csv,market_breadth,2026-04-30,,-0.0018,-0.18%,0.1551,0.3596,0.0,21.5,NEUTRAL,大盤中性,2026-05-02 07:50:39,market_regime_v266_11,控制追高，BUY 降級 TEST
