state,latest_date,input_count,filtered_count,selected_count,breakout_ready_count,latent_strong_count,structure_ready_count,latent_count,test_count,watch_count
v3_3_behavior_structure_engine,2026-04-24,1073,1033,0,0,0,0,0,0,0
