date,stock_id,close,volume,open,high,low,ret1,mom3,mom5,mom10,mom20,mom60,ma5,ma10,ma20,ma60,vol20,vol_ma5,vol_ma20,volume_ratio,vol_dry_ratio,high_20,low_20,high_60,low_60,range_20,ma_max,ma_min,ma_converge_pct,ma20_slope,kd_k,kd_d,kd_cross,macd_diff,macd_signal,macd_hist,macd_cross,obv_proxy,obv_mom5,obv_up_count_3,low_non_down_count_3,obv_up_count_5,low_non_down_count_5,obv_up_count_10,low_non_down_count_10,price_tier,core_momentum_score,core_trend_score,core_volume_score,core_quality_score,core_raw_score,core_penalty,entry_score,strategy_type,action,action_label,action_sub,note
2026-09-21,6491,407.0,690487,407.0,407.0,407.0,0.0277777777777776,0.0356234096692111,0.0668414154652687,0.0724637681159421,0.1120218579234972,0.0,397.4,385.15,384.5,383.6190476190476,0.0219187430350419,517907.2,398313.3,1.7335273514592615,1.3002508326987794,407.0,366.5,407.0,366.0,0.099508599508355,397.4,384.5,0.0316953316952537,0.0,86.98575421165312,71.86504118384663,0,6.791333381074082,4.452427089208196,2.3389062918658867,0,1664374,-28.418767091693848,2.0,2.0,4.0,4.0,6.0,6.0,300-500,29.0,20.0,20.0,20.0,89.0,0.0,89.0,CORE,BUY,買進,強勢主攻,20日強勢｜接近60日高｜中期多頭｜量能放大｜避開低價
2026-09-21,6526,724.0,2896069,724.0,724.0,724.0,0.0477568740955136,0.1510333863275039,0.1492063492063491,0.124223602484472,0.2525951557093426,0.0,659.2,647.8,635.5,632.7619047619048,0.0356227490915893,1338592.6,765764.45,3.781931898248863,1.7480474576744824,724.0,578.0,724.0,578.0,0.2016574585632573,659.2,635.5,0.0327348066297891,0.0,67.48619691027432,48.931839837197245,0,21.152143042081093,15.20285389816926,5.949289143911834,0,3546136,-2.5436157005726745,2.0,3.0,3.0,4.0,4.0,6.0,500-1000,29.0,20.0,20.0,20.0,89.0,0.0,89.0,CORE,BUY,買進,強勢主攻,20日強勢｜接近60日高｜中期多頭｜量能放大｜避開低價
2026-09-21,6668,50.3,18858378,50.3,50.3,50.3,0.0213197969543146,0.1643518518518516,0.1919431279620851,0.2298288508557457,0.4149085794655416,0.0,46.05,43.485,42.69500000000001,42.35476190476191,0.0461041050474511,8384025.2,4232681.35,4.455421148109814,1.9807834577483607,50.3,35.5,50.3,35.5,0.2942345924394784,46.05,42.69500000000001,0.0666998011915167,0.0,91.63321309920404,78.25615151848191,0,2.440111001252447,1.7547976207084672,0.6853133805439797,0,57866814,2.6287669263987605,3.0,3.0,5.0,5.0,7.0,7.0,50-100,29.0,20.0,20.0,20.0,89.0,0.0,89.0,CORE,BUY,買進,強勢主攻,20日強勢｜接近60日高｜中期多頭｜量能放大｜避開低價
2026-09-21,6706,164.0,14648276,164.0,164.0,164.0,0.0969899665551838,0.1156462585034012,0.086092715231788,0.3279352226720649,0.4323144104803493,0.0,149.8,140.95,132.525,131.66666666666666,0.0450011538925087,12754829.0,5850220.95,2.5038842336373635,2.180230303951169,164.0,120.5,164.0,114.5,0.2652439024374071,149.8,132.525,0.1053353658530162,0.0,90.40416042845992,84.44489928432112,0,9.283562923274872,6.224815428872452,3.05874749440242,0,30444710,0.0264459430049883,2.0,2.0,3.0,3.0,7.0,7.0,100-300,29.0,20.0,20.0,20.0,89.0,0.0,89.0,CORE,BUY,買進,強勢主攻,20日強勢｜接近60日高｜中期多頭｜量能放大｜避開低價
2026-09-21,6742,54.0,2612628,54.0,54.0,54.0,-0.0127970749542961,0.1587982832618024,0.1868131868131868,0.2217194570135745,0.2558139534883721,0.0,50.14,47.66,46.1275,45.97857142857143,0.034199564078805,1831707.8,824863.15,3.167347213898447,2.220620232580396,54.7,43.25,54.7,43.0,0.2120370370331105,50.14,46.1275,0.0743055555541795,0.0,87.12505712402096,75.92546607702795,0,2.052637149468488,1.0571998175964707,0.9954373318720172,0,5469535,1.699024320918082,2.0,2.0,3.0,3.0,7.0,7.0,50-100,29.0,20.0,20.0,20.0,89.0,0.0,89.0,CORE,BUY,買進,強勢主攻,20日強勢｜接近60日高｜中期多頭｜量能放大｜避開低價
2026-09-21,6805,2415.0,2483339,2415.0,2415.0,2415.0,0.0522875816993464,0.1809290953545232,0.1154734411085449,0.0662251655629138,0.4122807017543859,0.0,2174.0,2182.5,2176.25,2154.0476190476197,0.0548541299119424,1492168.6,1696367.85,1.4639153883988063,0.8796256071464684,2415.0,1845.0,2415.0,1710.0,0.2360248447203991,2182.5,2174.0,0.0035196687370585,0.0,65.62370595076078,47.31115235832942,0,98.38173202792586,97.73095193909342,0.6507800888324482,1,10473371,0.8635367546606341,3.0,3.0,4.0,4.0,6.0,6.0,1000以上,29.0,20.0,20.0,20.0,89.0,0.0,89.0,CORE,BUY,買進,強勢主攻,20日強勢｜接近60日高｜中期多頭｜量能放大｜避開低價
2026-09-21,6834,115.0,12137974,115.0,115.0,115.0,0.0407239819004525,0.1499999999999999,0.1710794297352342,0.1855670103092783,0.2791991101223581,0.0,104.82,103.55,97.59,97.22380952380952,0.0415073757263588,6752314.4,5519812.4,2.198983066888287,1.22328693634588,115.0,87.2,115.0,87.2,0.2417391304326805,104.82,97.59,0.0628695652168446,0.0,79.54553882435735,71.32772890558022,0,4.560268729055778,3.0401863236472617,1.5200824054085165,0,72337404,0.4508688958728137,3.0,3.0,4.0,4.0,8.0,8.0,100-300,29.0,20.0,20.0,20.0,89.0,0.0,89.0,CORE,BUY,買進,強勢主攻,20日強勢｜接近60日高｜中期多頭｜量能放大｜避開低價
2026-09-21,6902,155.0,317546,155.0,155.0,155.0,0.0992907801418438,0.2350597609561753,0.25,0.2301587301587302,0.2301587301587302,0.0,134.9,130.1,128.1,128.0,0.0339254120027143,289573.0,119829.65,2.6499785320243974,2.4165388115545494,155.0,121.0,155.0,121.0,0.2193548387082622,134.9,128.1,0.0438709677416525,0.0,85.05673184203314,68.6160541543441,0,3.197398426607492,0.7020934369834029,2.4953049896240893,0,1537825,16.094542018674968,3.0,3.0,5.0,5.0,8.0,8.0,100-300,29.0,20.0,20.0,20.0,89.0,0.0,89.0,CORE,BUY,買進,強勢主攻,20日強勢｜接近60日高｜中期多頭｜量能放大｜避開低價
2026-09-21,6957,290.0,639987,290.0,290.0,290.0,0.0720887245841035,0.1218568665377175,0.2083333333333332,0.3122171945701357,0.345707656612529,0.0,267.6,247.05,233.9,233.02380952380952,0.0279127445322081,464707.6,189349.65,3.379921747940895,2.4542300447875007,290.0,216.0,290.0,215.5,0.2551724137922235,267.6,233.9,0.1162068965513234,0.0,95.7371883120078,88.67193011292721,0,14.33781816342102,7.608591904691258,6.729226258729761,0,2089461,2.3321176206051346,2.0,2.0,4.0,4.0,8.0,8.0,100-300,29.0,20.0,20.0,20.0,89.0,0.0,89.0,CORE,BUY,買進,強勢主攻,20日強勢｜接近60日高｜中期多頭｜量能放大｜避開低價
2026-09-21,8150,103.0,63139168,103.0,103.0,103.0,0.0957446808510638,0.1825487944890931,0.1893764434180138,0.1281489594742606,0.1744583808437856,0.0,91.04,90.12,90.18,90.06190476190476,0.0359416848474074,27973984.2,23531571.85,2.683168315422159,1.188785193709871,103.0,84.4,103.0,84.4,0.1805825242700913,91.04,90.12,0.0089320388348648,0.0,66.8962913699678,45.23325525704112,0,1.2017575796873814,0.3356114082646413,0.8661461714227401,1,109777899,3.642347161178714,2.0,2.0,3.0,3.0,4.0,4.0,100-300,29.0,20.0,20.0,20.0,89.0,0.0,89.0,CORE,BUY,買進,強勢主攻,20日強勢｜接近60日高｜中期多頭｜量能放大｜避開低價
