date,nav,ret
2015-07-31,910.463048806138,0.0031864371544090275
2015-08-03,892.0922743314005,-0.020177397093519067
2015-08-04,868.2448943322013,-0.02673196561092539
2015-08-05,882.5708215412752,0.016499869221911823
2015-08-06,868.959157030878,-0.015422744756762419
2015-08-07,867.0016899458961,-0.002252657180885631
2015-08-10,881.1092478165125,0.016271661329168463
2015-08-11,865.097468973783,-0.018172296888732564
2015-08-12,860.5835783751414,-0.005217782689846628
2015-08-13,862.1838970406327,0.001859573788884905
2015-08-14,865.8813762270391,0.004288504110431246
2015-08-17,857.249624586777,-0.009968746155361141
2015-08-18,854.6576748073801,-0.0030235647879651717
2015-08-19,833.2146043469861,-0.025089659980209955
2015-08-20,846.9792051527405,0.016519874632468845
2015-08-21,834.5697229672105,-0.014651460283835571
2015-08-24,772.7647000315022,-0.0740561528112571
2015-08-25,772.5069654231146,-0.0003335227506860994
2015-08-26,777.9062266552335,0.006989271907938965
2015-08-27,774.9065873375413,-0.0038560423029261326
2015-08-28,771.0677613039732,-0.004953921022607055
2015-08-31,783.4967135822385,0.016119144000063423
2015-09-01,794.48065137245,0.014019124266637428
2015-09-02,801.2849693068346,0.008564485393861121
2015-09-03,818.5742475753328,0.021576940702450198
2015-09-04,798.9140953065632,-0.02401755531279437
2015-09-07,793.2170481237667,-0.007130988445773201
2015-09-08,799.9828411426918,0.008529560773975486
2015-09-09,816.4613673075414,0.02059859951659937
2015-09-10,816.4179122122057,-5.322370056404235e-05
2015-09-11,813.774804287242,-0.0032374448005456635
2015-09-14,821.9922689348267,0.010097959047505878
2015-09-15,813.800979615529,-0.009965165888862204
2015-09-16,821.0510035242302,0.008908841461614303
2015-09-17,820.5301684950979,-0.0006343516138420657
2015-09-18,833.4470740354438,0.01574214579341593
2015-09-21,846.6910413140677,0.01589059184586028
2015-09-22,851.1505981814121,0.005267041517792892
2015-09-23,834.7097026177968,-0.019316082957285485
2015-09-24,822.3690195408296,-0.014784401137622583
2015-09-25,858.1088322848404,0.043459580668500974
2015-09-28,34.60387522092458,-0.9596742581837939
2015-09-29,34.59767783741442,-0.00017909507159497018
2015-09-30,34.56885567825127,-0.000833066291286988
2015-10-01,34.402942752322204,-0.004799491411381807
2015-10-02,34.09619814295101,-0.008916231718302359
2015-10-05,34.27433734764647,0.005224606096802864
2015-10-06,34.16173834004825,-0.003285227850100325
2015-10-07,34.71565442233227,0.01621451686007025
2015-10-08,33.394141229179475,-0.038066780394687805
2015-10-09,1.3466435173818094,-0.959674258183794
2015-10-12,1.346402340164651,-0.00017909507159497018
2015-10-13,1.343177873571236,-0.002394875957375864
2015-10-14,1.3435746036305392,0.0002953667322171949
2015-10-15,1.3511292871593676,0.005622824001298099
2015-10-16,1.3822911989659217,0.023063604721402564
2015-10-19,1.4096608912400679,0.019800236227085266
2015-10-20,1.4139786356878248,0.00306296675646478
2015-10-21,1.4303568377859521,0.011583061925232174
2015-10-22,1.435136995025192,0.0033419333644317817
2015-10-23,1.4048947862831032,-0.02107269817928281
2015-10-26,1.410498968768635,0.003989040702726543
2015-10-27,1.4443764580146239,0.024018088631120316
2015-10-28,1.4677851310743186,0.01620676723841874
2015-10-29,1.4519063309937286,-0.010818204752467975
2015-10-30,1.4488090824821431,-0.00213322887673173
2015-11-02,1.440432194077769,-0.005781913231812874
2015-11-03,1.4629288183833375,0.015617968272343408
2015-11-04,1.4781561163871648,0.01040877574662491
2015-11-05,1.4917267635275717,0.00918079422732121
2015-11-06,1.4904508321422514,-0.0008553385355257737
2015-11-09,1.4795162487261955,-0.007336426791308082
2015-11-10,1.448670350078571,-0.020848637974866246
2015-11-11,1.3868253445977323,-0.04269087544829253
2015-11-12,1.3753075694979637,-0.008305137445486666
2015-11-13,1.3668698190556656,-0.006135173418247208
2015-11-16,1.3802022496177013,0.009753987085066251
2015-11-17,1.3769271402033012,-0.002372919921922567
2015-11-18,1.354571127973383,-0.016236162086700867
2015-11-19,1.3794465056687286,0.018364024731992057
2015-11-20,1.4015279440097248,0.01600746259478303
2015-11-23,1.4073059989734058,0.004122682668138644
2015-11-24,1.3810432812590874,-0.01866169669814266
2015-11-25,1.3915663952615214,0.007619684440910657
2015-11-26,1.3987531937913258,0.005164538720018319
2015-11-27,1.4100652399772446,0.008087235286489358
2015-11-30,1.4771288889873417,0.04756067103049744
2015-12-01,1.502163114450614,0.016947895102393362
2015-12-02,1.4777803851075964,-0.01623174547987427
2015-12-03,1.4553035185158727,-0.015209882888036264
2015-12-04,1.4711442074663577,0.010884800832914543
2015-12-07,1.509747576032611,0.026240370162444515
2015-12-08,1.48675314706214,-0.015230644735258814
2015-12-09,1.4584849240245883,-0.019013393779196197
2015-12-10,1.5067970797423231,0.03312489208624858
2015-12-11,1.4727211602612384,-0.022614803240070036
2015-12-14,1.438484909782236,-0.02324693323000082
2015-12-15,1.464554821855851,0.01812317383125106
2015-12-16,1.4501330676512867,-0.00984719314657645
2015-12-17,1.4805198552244232,0.020954482213382475
2015-12-18,1.4647592018602553,-0.010645350893844552
2015-12-21,1.4510597219361208,-0.009352718116900083
2015-12-22,1.4605059752384593,0.00650989973709315
2015-12-23,1.4287535309770103,-0.021740715067094962
2015-12-24,1.4090627283149282,-0.01378180507355753
2015-12-25,1.4267793157152575,0.012573313483010384
2015-12-28,1.4246850999580307,-0.0014677923447306007
2015-12-29,1.4089608615271434,-0.011036992266817758
2015-12-30,1.427161580125594,0.012917831215498055
2015-12-31,1.4159200212906822,-0.007876864814369777
2016-01-04,1.3804834309845218,-0.02502725420455476
2016-01-05,1.3709999069605086,-0.006869712313207432
2016-01-06,1.35917965332871,-0.008621629784063223
2016-01-07,1.3089271628603303,-0.03697266240361119
2016-01-08,1.3370223132657357,0.021464258060021058
2016-01-11,1.3108872402905316,-0.019547222747066995
2016-01-12,1.2705590161815397,-0.030764067930094452
2016-01-13,1.2897057516513384,0.01506953650003684
2016-01-14,1.2572212629049946,-0.02518751948244835
2016-01-15,1.24111460395871,-0.012811316051931754
2016-01-18,1.2690319259534282,0.022493750299667603
2016-01-19,1.2915256198768472,0.01772508119251559
2016-01-20,1.2535418647871872,-0.02940998963170538
2016-01-21,1.256923001443867,0.002697266642350149
2016-01-22,1.2557257733718257,-0.0009525070912586031
2016-01-25,1.2608895806745941,0.0041122093790453285
2016-01-26,1.2734760277603634,0.009982196124608489
2016-01-27,1.2736805765342099,0.00016062239837077996
2016-01-28,1.2652419447442689,-0.006625390969612788
2016-01-29,1.2643729917623243,-0.0006867879977849878
2016-01-30,0.05098677882519062,-0.9596742581837947
2016-02-01,0.05098677882519062,0.0
2016-02-02,0.050864671814438156,-0.0023948759573754197
2016-02-03,0.050657257971816375,-0.004077758397389442
2016-02-04,0.0020427915060883825,-0.9596742581837946
2016-02-05,0.002042425652197346,-0.00017909507159497018
2016-02-08,0.002042425652197346,0.0
2016-02-09,0.002042425652197346,0.0
2016-02-10,0.002042272531484989,-7.497002997003399e-05
2016-02-11,0.002041906770539746,-0.0001790950715950812
2016-02-12,0.002041541075100486,-0.00017909507159497018
2016-02-15,0.0018953506136732314,-0.07160789621637131
2016-02-16,0.0018908114840577462,-0.002394875957376752
2016-02-17,0.0018946610927705245,0.002035955855586913
2016-02-18,0.0019205351783362226,0.013656313345128623
2016-02-19,0.001953858792069853,0.01735121236492998
2016-02-22,0.0019560121552901423,0.001102107905151195
2016-02-23,0.0019725333738567197,0.008446378271165011
2016-02-24,0.001953680026772381,-0.009557935664975092
2016-02-25,0.0019399868534946893,-0.007008912969394321
2016-02-26,0.001944880389687398,0.0025224584300111985
2016-02-29,7.842874445793592e-05,-0.9596742581837941
2016-03-01,7.84146982563321e-05,-0.00017909507159519222
2016-03-02,7.82769940501664e-05,-0.0017561019710305992
2016-03-03,7.854274819066912e-05,0.0033950478518938176
2016-03-04,7.907876414673422e-05,0.006824512363176716
2016-03-07,7.824651897004013e-05,-0.010524256235843743
2016-03-08,7.897432885949539e-05,0.00930149863579155
2016-03-09,7.714411794222712e-05,-0.02317475746485209
2016-03-10,7.787291256686176e-05,0.0094471833248575
2016-03-11,7.77744318351213e-05,-0.001264633984967567
2016-03-14,7.867492282847812e-05,0.011578239430483084
2016-03-15,7.701015771327503e-05,-0.02116004764100632
2016-03-16,7.982095049525591e-05,0.0364989874770294
2016-03-17,7.838377744592164e-05,-0.018004960357114297
2016-03-18,7.956693239034086e-05,0.015094385381407394
2016-03-21,7.872136070963062e-05,-0.010627174572497289
2016-03-22,7.720618649500108e-05,-0.019247307223491328
2016-03-23,7.61794397264493e-05,-0.013298762899243366
2016-03-24,7.460353152056903e-05,-0.02068679175823751
2016-03-25,7.436795447523862e-05,-0.0031577197557391967
2016-03-28,7.291798101883407e-05,-0.01949728840380205
2016-03-29,7.072235644763716e-05,-0.030110879930010714
2016-03-30,7.32311749646796e-05,0.03547419292936005
2016-03-31,7.316663938059983e-05,-0.0008812583453823297
2016-04-01,7.329631699651946e-05,0.001772359876269114
2016-04-04,2.9557283552804005e-06,-0.9596742581837945
2016-04-05,2.955506764237022e-06,-7.497002996992297e-05
2016-04-06,2.955768463790624e-06,8.854642349964692e-05
2016-04-07,2.948689764961122e-06,-0.002394875957375975
2016-04-08,2.9803056862856082e-06,0.010722023625602706
2016-04-11,2.9445533460307398e-06,-0.011996199054140289
2016-04-12,2.8241565277025185e-06,-0.04088797321010207
2016-04-13,2.8787359105392814e-06,0.019325905735530835
2016-04-14,2.9076855000984617e-06,0.010056354753902097
2016-04-15,2.9087844636044225e-06,0.00037795129697615337
2016-04-18,2.878009448339468e-06,-0.01058002600399599
2016-04-19,2.8900059787064443e-06,0.004168342940603642
2016-04-20,2.867422618461852e-06,-0.007814295337444488
2016-04-21,2.9414389309136088e-06,0.02581283692721259
2016-04-22,2.9101932740023675e-06,-0.010622575428256953
2016-04-25,2.8135994742874504e-06,-0.03319154111784206
2016-04-26,2.8263866652213305e-06,0.004544780112001767
2016-04-27,2.838879075549128e-06,0.004419922610560123
2016-04-28,2.764328642688928e-06,-0.026260517223960833
2016-04-29,2.73546951453523e-06,-0.010439832553927553
2016-05-02,1.1030983738925001e-07,-0.959674258183794
2016-05-03,1.1029008144102515e-07,-0.00017909507159497018
2016-05-04,1.096239745255053e-07,-0.006039590385795823
2016-05-05,1.1092653855266974e-07,0.011882109117119954
2016-05-06,1.1094693000482558e-07,0.00018382843656605807
2016-05-09,1.1006511787406443e-07,-0.007948053458737392
2016-05-10,1.1007207296492629e-07,6.319069107640907e-05
2016-05-11,1.0836132039153621e-07,-0.015542112793089702
2016-05-12,1.0462187721270579e-07,-0.03450902190300831
2016-05-13,1.029654397593677e-07,-0.01583261070694042
2016-05-16,1.0439650204366288e-07,0.013898472027503717
2016-05-17,1.0379026414188093e-07,-0.005807071021674659
2016-05-18,1.0134103839728491e-07,-0.023597837088534024
2016-05-19,1.004109252737476e-07,-0.009178050059947096
2016-05-20,9.994166787640149e-08,-0.004673369915343284
2016-05-23,1.0216603021767605e-07,0.022256606163761905
2016-05-24,1.0349208819737408e-07,0.01297944117895855
2016-05-25,1.0305089595266955e-07,-0.004263052880555618
2016-05-26,1.0314959850386135e-07,0.0009578039111579617
2016-05-27,1.0333507537054993e-07,0.0017981346450091085
2016-05-30,1.0428049398497379e-07,0.009149058158942402
2016-05-31,1.03389273232106e-07,-0.008546380236712392
2016-06-01,1.0348347164457098e-07,0.000911104310149291
2016-06-02,1.024957410575422e-07,-0.009544814948045821
2016-06-03,1.0383291816358618e-07,0.013046172379916454
2016-06-04,4.1871394498879546e-09,-0.9596742581837947
2016-06-06,4.1871394498879546e-09,0.0
2016-06-07,4.1771117702892374e-09,-0.002394875957375975
2016-06-08,4.162020254866994e-09,-0.00361290677677939
2016-06-09,1.6783655423158589e-10,-0.9596742581837941
2016-06-10,1.678064955318895e-10,-0.0001790950715950812
2016-06-13,1.677600297357197e-10,-0.0002769010581057385
2016-06-14,1.6727629418264637e-10,-0.002883497063247864
2016-06-15,1.6654080322747646e-10,-0.004396863038864551
2016-06-16,1.6463225715511243e-10,-0.011459930751968161
2016-06-17,1.6645697692001682e-10,0.011083610201524374
2016-06-20,1.6750882344111285e-10,0.006319029340545068
2016-06-21,1.655475051340245e-10,-0.01170874624271867
2016-06-22,1.6508254633830557e-10,-0.0028086125208742763
2016-06-23,1.6378429397418073e-10,-0.007864261806722506
2016-06-24,1.584200485877401e-10,-0.03275189126062528
2016-06-27,1.6403855496218263e-10,0.03546587963158432
2016-06-28,1.677505490552827e-10,0.022628790493526507
2016-06-29,1.6605150647812217e-10,-0.0101283875774415
2016-06-30,1.6895719854138248e-10,0.01749873954707626
2016-07-01,1.707864434293672e-10,0.010826676245680567
2016-07-04,1.737445366121759e-10,0.017320421477317494
2016-07-05,1.7315641362701083e-10,-0.0033849869275477396
2016-07-06,1.733005222576214e-10,0.0008322454109093158
2016-07-07,1.7514795161840059e-10,0.010660264243363748
2016-07-08,1.6947930464089342e-10,-0.03236490592740471
2016-07-11,1.678982543651176e-10,-0.009328869262980932
2016-07-12,1.656320759030321e-10,-0.013497331885043762
2016-07-13,1.6474051991232362e-10,-0.005382749602380388
2016-07-14,1.6571067578932391e-10,0.0058889936581274505
2016-07-15,1.6663192139484726e-10,0.00555936182829031
2016-07-18,1.6733759486966681e-10,0.004234923710370042
2016-07-19,1.6800799485828347e-10,0.004006272404828204
2016-07-20,1.6702445938678464e-10,-0.005854099219078535
2016-07-21,1.6706021358805451e-10,0.00021406566080872658
2016-07-22,1.656244596869891e-10,-0.00859423000982007
2016-07-25,1.6516800365838596e-10,-0.002755969918125545
2016-07-26,1.657939098445334e-10,0.0037895123285620613
2016-07-27,1.643155459459327e-10,-0.008916876982917987
2016-07-28,1.626450484981902e-10,-0.010166399278447869
2016-07-29,1.6289094089482842e-10,0.0015118345065447958
2016-08-01,1.6384374442298117e-10,0.005849334056999167
2016-08-02,1.6507608164031378e-10,0.0075214175656972415
2016-08-03,1.6635736346450706e-10,0.007761765432408696
2016-08-04,1.6712619322559448e-10,0.004621555337714023
2016-08-05,1.686752332373026e-10,0.009268684829176754
2016-08-08,1.6749489612305626e-10,-0.006997690719572125
2016-08-09,1.6365843992879863e-10,-0.022904914018628042
2016-08-10,1.629434603308227e-10,-0.004368730377039998
2016-08-11,1.6072299410118153e-10,-0.01362721906809261
2016-08-12,1.613785529797901e-10,0.004078812009909782
2016-08-15,1.6391038567077078e-10,0.015688780474427455
2016-08-16,1.6475590529545386e-10,0.005158426180396969
2016-08-17,1.6307363536885924e-10,-0.010210680603999212
2016-08-18,1.6513789546619095e-10,0.01265845391048348
2016-08-19,1.639590180780277e-10,-0.00713874537903747
2016-08-22,1.6346141054460855e-10,-0.0030349506800677606
2016-08-23,1.6796209006714978e-10,0.027533590390210083
2016-08-24,1.6613996690221623e-10,-0.01084841921296098
2016-08-25,1.66844679713823e-10,0.004241681425285915
2016-08-26,1.6413581340093718e-10,-0.016235856711356522
2016-08-29,1.6727274304277875e-10,0.019111792708998543
2016-08-30,1.6822077781725203e-10,0.005667598660893836
2016-08-31,1.688271825142959e-10,0.0036048144879143873
2016-09-01,1.6459228972432305e-10,-0.025084188025315424
2016-09-02,1.6161847650252717e-10,-0.018067755341254155
2016-09-05,1.612680054401296e-10,-0.00216850863825635
2016-09-06,1.614984099257397e-10,0.0014287054954345013
2016-09-07,1.6089912597332718e-10,-0.0037107730824599283
2016-09-08,1.6308779039998986e-10,0.01360271172029548
2016-09-09,1.6270342948233493e-10,-0.002356773101850451
2016-09-10,6.56113648991579e-12,-0.9596742581837948
2016-09-12,6.560644601316503e-12,-7.497002997003399e-05
2016-09-13,6.543956614027471e-12,-0.002543650556179
2016-09-14,6.5418457937348444e-12,-0.00032256025171406577
2016-09-15,2.6380478447957956e-13,-0.9596742581837947
2016-09-16,2.637850070269809e-13,-7.497002996992297e-05
2016-09-19,2.637652310570984e-13,-7.497002997014501e-05
2016-09-20,2.6313354604684805e-13,-0.002394875957375975
2016-09-21,2.6291948861744504e-13,-0.0008134935002354071
2016-09-22,2.64754462045642e-13,0.00697922180605981
2016-09-23,2.6691781763647297e-13,0.008171177075225522
2016-09-26,2.683119717042952e-13,0.005223158499373826
2016-09-27,2.6766939781418434e-13,-0.002394875957376419
2016-09-28,2.670283628088338e-13,-0.002394875957376086
2016-09-29,2.6583442888027474e-13,-0.0044711876895782154
2016-09-30,2.622220305417199e-13,-0.013588903264978414
2016-10-03,2.6530794511899147e-13,0.011768326905624349
2016-10-04,2.641360808552884e-13,-0.00441699649506333
2016-10-05,2.634268102695721e-13,-0.002685246875094305
2016-10-06,2.641688566301059e-13,0.002816897641414906
2016-10-07,2.622354779502387e-13,-0.00731872297336833
2016-10-10,1.057484017887064e-14,-0.9596742581837943
2016-10-11,1.0573254586700364e-14,-0.00014994005994006798
2016-10-12,1.054678605018369e-14,-0.002503348075054146
2016-10-13,1.0389981895970863e-14,-0.014867482232665208
2016-10-14,1.0294800299579198e-14,-0.009160901081894712
2016-10-17,1.0493167389472029e-14,0.019268668077120354
2016-10-18,1.0616656634743404e-14,0.011768538582094257
2016-10-19,1.0668872596783116e-14,0.004918305624468822
2016-10-20,1.0706464759952299e-14,0.0035235366087806863
2016-10-21,1.0764949241986278e-14,0.005462539068240346
2016-10-24,1.0678295177010677e-14,-0.008049649192736208
2016-10-25,1.0865706537506821e-14,0.017550681769841203
2016-10-26,1.1151035034402156e-14,0.026259543814332043
2016-10-27,1.106077286945797e-14,-0.0080945100311961
2016-10-28,1.0965103972428659e-14,-0.00864938627331191
2016-10-31,1.0930952002036704e-14,-0.0031146052493280507
2016-11-01,1.1036114623530858e-14,0.009620627871621767
2016-11-02,1.0727771346604605e-14,-0.02793947756475934
2016-11-03,1.0671437284167524e-14,-0.0052512363115300165
2016-11-04,1.0501417424008456e-14,-0.01593223627067697
2016-11-07,1.0545536504907372e-14,0.00420125009011163
2016-11-08,1.0590225520092168e-14,0.0042377185043169785
2016-11-09,1.0131635346748188e-14,-0.04330315463763501
2016-11-10,1.0810813627350597e-14,0.06703540517971707
2016-11-11,1.0769477761816381e-14,-0.003823566565761438
2016-11-14,1.078114725004945e-14,0.0010835704842107052
2016-11-15,1.0780665520684483e-14,-4.468256984102581e-05
2016-11-16,1.0973129849297626e-14,0.017852731655932486
2016-11-17,1.1151190055755325e-14,0.016226929682154
2016-11-18,1.129294712696244e-14,0.012712281872906628
2016-11-21,1.1306397701790362e-14,0.0011910597540838452
2016-11-22,1.1175124498306155e-14,-0.01161052414275332
2016-11-23,1.1089474063290086e-14,-0.007664383070546621
2016-11-24,1.0929707679218005e-14,-0.014407029869970334
2016-11-25,1.0859119953812553e-14,-0.0064583360760570585
2016-11-28,1.0748444862156737e-14,-0.010191902486256232
2016-11-29,1.1010401043786369e-14,0.024371542580260197
2016-11-30,1.1035573813806143e-14,0.0022862718551002192
2016-12-01,1.1018555134192426e-14,-0.0015421653555002246
2016-12-02,1.0858034147148826e-14,-0.014568242849325785
2016-12-05,1.081771866138644e-14,-0.003712963619015075
2016-12-06,1.0896917881535482e-14,0.007321249759595139
2016-12-07,1.0925321585058326e-14,0.002606581405093733
2016-12-08,1.085369374247341e-14,-0.006556131279730537
2016-12-09,1.0869735152527535e-14,0.0014779678176610744
2016-12-12,1.0830208624638672e-14,-0.0036363837144339772
2016-12-13,1.0868060975807778e-14,0.003495071284498774
2016-12-14,1.0990755546375326e-14,0.011289462843525166
2016-12-15,1.1049633664580763e-14,0.005357058298403716
2016-12-16,1.1011313743078186e-14,-0.0034679811716663567
2016-12-19,1.060570114909996e-14,-0.036835985554693584
2016-12-20,1.063518561325845e-14,0.0027800579842844897
2016-12-21,1.0499493151253136e-14,-0.012758824052506501
2016-12-22,1.0451341043670621e-14,-0.004586136386666273
2016-12-23,1.0430247376258272e-14,-0.0020182737625926706
2016-12-26,1.0355673664881584e-14,-0.007149754812760811
2016-12-27,1.0181302738684621e-14,-0.016838202114102252
2016-12-28,1.031212687186425e-14,0.01284944928339593
2016-12-29,1.0400549529050302e-14,0.00857462852084434
2016-12-30,1.0494072633105673e-14,0.008992131020975958
2017-01-03,1.044892931298974e-14,-0.004301792230170021
2017-01-04,1.0517336382106163e-14,0.006546801788713585
2017-01-05,1.04378938938756e-14,-0.0075534798302852035
2017-01-06,1.0440017819527869e-14,0.00020348220377264248
2017-01-09,1.0255562192459691e-14,-0.017668133355400628
2017-01-10,1.0250018810160828e-14,-0.0005405244680724008
2017-01-11,1.0167126905172448e-14,-0.008087000280059042
2017-01-12,1.0126844042642408e-14,-0.003962069413095071
2017-01-13,1.0141736082425411e-14,0.001470550915990687
2017-01-16,1.016999350053244e-14,0.002786250586425343
2017-01-17,1.0324779339901334e-14,0.015219856272355559
2017-01-18,1.0438379176178443e-14,0.011002640592820079
2017-01-19,1.0302784203240858e-14,-0.012990040948792858
2017-01-20,1.037186849879798e-14,0.006705400617377899
2017-01-23,1.0719059677481593e-14,0.03347431359391506
2017-01-24,1.0828448759296872e-14,0.01020510055047863
2017-01-25,4.366652289374169e-16,-0.9596742581837945
2017-01-26,4.366324921321166e-16,-7.497002997003399e-05
2017-01-27,4.3659975778109557e-16,-7.497002997003399e-05
2017-01-30,4.3656702588416985e-16,-7.497002996992297e-05
2017-01-31,4.3653429644115542e-16,-7.497002996992297e-05
2017-02-01,4.365015694518683e-16,-7.497002997003399e-05
2017-02-02,4.364688449161245e-16,-7.497002997003399e-05
2017-02-03,4.3542355617329125e-16,-0.002394875957375864
2017-02-06,4.373382788905903e-16,0.004397379724070394
2017-02-07,4.4376038257272767e-16,0.014684522238548547
2017-02-08,4.3760233680368024e-16,-0.013876961556022138
2017-02-09,4.450784918640849e-16,0.017084358175533776
2017-02-10,4.462683906695364e-16,0.0026734583387031385
2017-02-13,4.521494571467606e-16,0.013178317353825575
2017-02-14,4.448778125761601e-16,-0.01608239146517476
2017-02-15,4.475633857457531e-16,0.006036653421849891
2017-02-16,4.52667534876592e-16,0.011404304492723671
2017-02-17,4.634385066114383e-16,0.023794442731093213
2017-02-20,4.698222357996861e-16,0.013774706022864125
2017-02-21,4.57806196826862e-16,-0.025575713657680632
2017-02-22,4.655217106884493e-16,0.01685323159683061
2017-02-23,4.56125435722902e-16,-0.02018439688162199
2017-02-24,4.564266407018145e-16,0.000660355584939154
2017-02-27,1.8405742870979568e-17,-0.959674258183794
2017-02-28,1.840436299188491e-17,-7.497002997003399e-05
2017-03-01,1.8402983216239828e-17,-7.497002997003399e-05
2017-03-02,1.8358910354191256e-17,-0.002394875957376308
2017-03-03,1.836087768009297e-17,0.00010715918667059121
2017-03-06,1.8598968763483914e-17,0.012967304043917549
2017-03-07,1.875408627390111e-17,0.008340113497139034
2017-03-08,1.914427379548781e-17,0.02080546692001195
2017-03-09,1.929304547332535e-17,0.00777107971954516
2017-03-10,1.9113113490751437e-17,-0.009326261259410051
2017-03-13,1.9187022053390072e-17,0.0038669033527372054
2017-03-14,1.9365233761416154e-17,0.009288137967955024
2017-03-15,1.9317372384325835e-17,-0.002471510423265877
2017-03-16,1.9543031330670385e-17,0.011681658449968602
2017-03-17,1.9697759899323135e-17,0.007917326950702908
2017-03-20,1.9470469573844952e-17,-0.011538892068939988
2017-03-21,1.9307163612280838e-17,-0.008387366362416104
2017-03-22,1.948732556901941e-17,0.00933135287795328
2017-03-23,1.9384176661689155e-17,-0.005293127934098862
2017-03-24,1.920227599158281e-17,-0.00938397711086969
2017-03-27,1.8597502696984422e-17,-0.03149487565242193
