stock_id,stock_name,foreign_net_buy,trust_net_buy,dealer_net_buy,inst_net_buy,inst_buy_days,inst_valid,margin_balance,short_balance,margin_balance_change,short_balance_change,margin_valid
1109,信大,-15000.0,0.0,0.0,-15000.0,0,1,0,0,0,0,0
1110,東泥,-15000.0,0.0,0.0,-15000.0,0,1,0,0,0,0,0
1108,幸福,-29000.0,0.0,0.0,-29000.0,0,1,0,0,0,0,0
1103,嘉泥,-97000.0,0.0,0.0,-97000.0,0,1,0,0,0,0,0
1104,環泥,-333900.0,0.0,0.0,-333900.0,0,1,0,0,0,0,0
1101,台泥,-3288689.0,-18000.0,250849.0,-3055840.0,0,1,0,0,0,0,0
1102,亞泥,-2888005.0,-1413672.0,144000.0,-4157677.0,0,1,0,0,0,0,0
