final_action,signal_date,trade_date,stock_id,stock_name,source,bucket,strategy_type,score,entry_type,execution_flag,allowed,close,suggested_amount,target_weight,priority,reason,system_note,opportunity_score,opportunity_rank,top_opportunity,liquidity_level,liquidity_tag,liquidity_score,volume,turnover,chip_score,chip_label,chip_display,chip_reason,chip_hint,chip_valid_count,chip_missing,chip_confidence,section_opportunity_rank,section_top_opportunity,stock_name_chip_src,foreign_net_buy,trust_net_buy,dealer_net_buy,inst_net_buy,inst_buy_days,inst_valid,margin_balance,short_balance,margin_balance_change,short_balance_change,margin_valid,chip_market,behavior_hint,behavior_confidence,behavior_action_hint,updated_at,refresh_mode,date,name,market,open,high,low,ret1,mom3,mom5,mom10,mom20,mom60,ma5,ma10,ma20,ma60,vol20,vol_ma5,vol_ma20,volume_ratio,vol_dry_ratio,high_20,low_20,high_60,low_60,range_20,ma_max,ma_min,ma_converge_pct,ma20_slope,kd_k,kd_d,kd_cross,macd_diff,macd_signal,macd_hist,macd_cross,obv_proxy,obv_mom5,obv_up_count_3,low_non_down_count_3,obv_up_count_5,low_non_down_count_5,obv_up_count_10,low_non_down_count_10,history_count,has_60d_history,ma5_label,ma10_label,ma20_label,ma5_status,ma10_status,ma20_status,kbar_type,k_bar_type,k_structure,kline_structure,tech_reason,kbar_reason,tech_decision_hint,strategy_name,entry_score,action,action_label,action_sub,note,engine,upper_shadow_ratio,body_ratio,close_position,fake_score,fake_flags,fake_risk_level,fake_risk_tag,ignition_phase,fake_filter_pass,ignition_hint_zh,fake_reason_zh,operation_advice_zh,evolution_phase,promote_label,evolution_score,evolution_priority,market_regime,price_tier,ref_price,suggested_shares,estimated_total_cost,position_action,position_reason,position_hint,take_profit_hint,risk_flag,avg_price,shares,lots,pnl_pct,price_source,chip_source,position_source
TEST,2026-05-05,2026-05-06,2603,長榮,ENTRY,PRE,PRE,72.0,WAIT,BLOCK,False,206.0,0.0,0.0,3,波動壓縮 | 安靜吸籌 | 均線收斂 | 接近突破 | 結構尚可,BLOCK：超出本市場狀態可執行名額,119.8,,,HIGH,高流動性,94.86,13725270.0,2827405620000.0,65.0,🟢 偏集中,65（🟢 偏集中）,三大法人買超｜投信賣超｜融資融券資料有限,籌碼偏集中但資料有限，可搭配技術面確認，不宜單獨重倉。,1,部分籌碼資料有限,📉 低信心,,,長榮,1614365.0,-89413.0,113000.0,1637952.0,1.0,1,0.0,0.0,0.0,0.0,0,TWSE,🟡 洗盤吸籌／整理換手（結構未壞）,中高,不急追；等放量突破或站穩 MA10 / MA20 再提高權重。,2026-05-05 12:15:28,behavior_interpretation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA5：依試單節奏判斷,MA10：依試單節奏判斷,MA20：依試單節奏判斷,MA5：依試單節奏判斷,MA10：依試單節奏判斷,MA20：依試單節奏判斷,突破確認K,,整理後轉強,整理後轉強,MA5：依試單節奏判斷｜MA10：依試單節奏判斷｜MA20：依試單節奏判斷｜K棒：突破確認K｜K線：整理後轉強,K棒型態：突破確認K｜K線結構：整理後轉強,依原策略執行，技術欄位用於確認節奏與風險。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST,2026-05-05,2026-05-06,3680,家登,ENTRY,ALPHA,ALPHA,58.0,WAIT,BLOCK,False,564.0,0.0,0.0,3,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,BLOCK：超出本市場狀態可執行名額,119.59,,,HIGH,高流動性,93.41,7335524.0,4137235536000.0,85.0,🔥 高度集中,85（🔥 高度集中）,三大法人買超｜投信買超｜融資融券資料有限,籌碼偏集中但資料有限，可搭配技術面確認，不宜單獨重倉。,1,部分籌碼資料有限,📉 低信心,39.0,,家登,131749.0,310277.0,136528.0,578554.0,1.0,1,0.0,0.0,0.0,0.0,0,TPEX,🚀 主力拉升（趨勢延續）,高,可續抱；若是試單，可觀察是否進入加碼條件。,2026-05-05 12:15:28,behavior_interpretation,2026-05-05,家登,TPEX,549.0,582.0,545.0,0.0,0.0502793296089385,0.0,0.121272365805169,0.4960212201591512,0.2760180995475112,558.6,534.35,479.25,425.10833333333335,0.0674053285056947,7470419.2,5247661.0,1.3978654490067095,1.4235712253516375,582.0,377.0,582.0,357.0,0.3634751773043201,558.6,479.25,0.1406914893614527,0.1025478806002126,84.09789691270714,82.18515079734513,0,43.44309821745543,34.62770784565401,8.81539037180142,0,606523450.0,-0.001110800895588,1.0,3.0,1.0,4.0,2.0,8.0,2754,True,MA5：貼近｜→ 盤整,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,MA5：貼近｜→ 盤整,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,上影壓力K,上影壓力K,高檔出貨疑慮,高檔出貨疑慮,MA5：貼近｜→ 盤整｜MA10：站上｜↑ 強勢｜MA20：站上｜↑ 強勢｜K棒：上影壓力K｜K線：高檔出貨疑慮,K棒型態：上影壓力K｜K線結構：高檔出貨疑慮,依原策略執行，技術欄位用於確認節奏與風險。,ALPHA Trend Momentum,110.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,ALPHA,,,,,,,,,,,,,TEST→ALPHA,試單轉強勢,124.0,1.0,,,,,,,,,,,,,,,,,
TEST,2026-05-05,2026-05-06,1612,宏泰,ENTRY,PRE,PRE,86.0,WAIT,BLOCK,False,36.45,0.0,0.0,3,波動壓縮 | 安靜吸籌 | 均線收斂 | 放量吸收 | 接近突破 | 結構尚可,BLOCK：超出本市場狀態可執行名額｜大盤中性 ：BUY 降級 TEST，控制追高,119.51,,,HIGH,高流動性,72.04,1864508.0,67961316600.00001,85.0,🔥 高度集中,85（🔥 高度集中）,三大法人買超｜投信買超｜融資融券資料有限,籌碼偏集中但資料有限，可搭配技術面確認，不宜單獨重倉。,1,部分籌碼資料有限,📉 低信心,,,宏泰,-75000.0,250000.0,0.0,175000.0,1.0,1,0.0,0.0,0.0,0.0,0,TWSE,🟡 洗盤吸籌／整理換手（結構未壞）,中高,不急追；等放量突破或站穩 MA10 / MA20 再提高權重。,2026-05-05 12:15:28,behavior_interpretation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA5：依試單節奏判斷,MA10：依試單節奏判斷,MA20：依試單節奏判斷,MA5：依試單節奏判斷,MA10：依試單節奏判斷,MA20：依試單節奏判斷,突破確認K,,整理後轉強,整理後轉強,MA5：依試單節奏判斷｜MA10：依試單節奏判斷｜MA20：依試單節奏判斷｜K棒：突破確認K｜K線：整理後轉強,K棒型態：突破確認K｜K線結構：整理後轉強,依原策略執行，技術欄位用於確認節奏與風險。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST,2026-05-05,2026-05-06,3265,台星科,ENTRY,ALPHA,ALPHA,58.0,WAIT,BLOCK,False,184.5,0.0,0.0,3,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,BLOCK：同股已由高優先桶接管｜觀察清單 TOP1：本區最可能發動,119.48,,,HIGH,高流動性,93.08,3914521.0,722229124500.0,85.0,🔥 高度集中,85（🔥 高度集中）,三大法人買超｜投信買超｜融資融券資料有限,籌碼偏集中但資料有限，可搭配技術面確認，不宜單獨重倉。,1,部分籌碼資料有限,📉 低信心,1,觀察TOP1,,28399.0,174064.0,145665.0,348128.0,1.0,1,0.0,0.0,0.0,0.0,0,TPEX,🚀 主力拉升（趨勢延續）,高,可續抱；若是試單，可觀察是否進入加碼條件。,2026-05-05 12:15:28,behavior_interpretation,2026-05-05,台星科,TPEX,171.5,184.5,171.5,0.0,0.0982142857142858,0.0,0.0482954545454545,0.28125,0.2636986301369863,181.2,179.3,173.8,150.225,0.046327042832244,3468216.8,4511998.85,0.8675802299905284,0.768665266836227,184.5,148.0,184.5,124.5,0.1978319783187109,181.2,173.8,0.0401084010837933,0.0566955464352839,90.43753170574972,82.39714913704876,0,9.20226998473612,9.163080954864688,0.0391890298714319,0,496133051.0,0.0045181495995769,1.0,3.0,1.0,4.0,4.0,8.0,2754,True,MA5：站上｜↑ 強勢,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,MA5：站上｜↑ 強勢,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,突破長紅K,突破長紅K,整理收斂,整理收斂,MA5：站上｜↑ 強勢｜MA10：站上｜↑ 強勢｜MA20：站上｜↑ 強勢｜K棒：突破長紅K｜K線：整理收斂,K棒型態：突破長紅K｜K線結構：整理收斂,均線收斂整理中，等待突破或跌破確認。,ALPHA Trend Momentum,106.0,WATCH,觀察,高流動性觀察,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,ALPHA,,,,,,,,,,,,,,,,,RANGE,100-300,184.68,0.0,0.0,,,,,,,,,,,,
TEST,2026-05-05,2026-05-06,6246,臺龍,ENTRY,ALPHA,ALPHA,58.0,BREAK,BLOCK,False,18.0,5000.0,0.005,3,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,BLOCK：同股已由高優先桶接管,119.37,,,HIGH,高流動性,67.91,842675.0,15168150000.0,50.0,🟡 普通,50（🟡 普通）,法人中性｜融資融券資料有限,籌碼普通或資料有限，需搭配技術面確認。,1,部分籌碼資料有限,📉 低信心,13.0,,臺龍,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,TPEX,🚀 主力拉升（趨勢延續）,高,可續抱；若是試單，可觀察是否進入加碼條件。,2026-05-05 12:15:28,behavior_interpretation,2026-05-05,臺龍,TPEX,17.0,18.0,17.0,0.0,0.0975609756097561,0.0,0.1076923076923077,0.0588235294117647,0.2857142857142858,17.68,17.16499990463257,16.852499980926513,15.351666663487752,0.0504356985428206,711540.0,294198.1,2.8643114962333107,2.418574423152283,18.0,15.3,18.0,12.399999618530272,0.1499999999916666,17.68,16.852499980926513,0.0459722232793063,0.0136842093782152,89.80021594338741,78.24747735678612,0,0.5241833562485603,0.4287076712824117,0.0954756849661485,0,32209769.0,0.0207793955358059,1.0,3.0,1.0,4.0,3.0,7.0,2754,True,MA5：站上｜↑ 強勢,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,MA5：站上｜↑ 強勢,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,突破長紅K,突破長紅K,整理收斂,整理收斂,MA5：站上｜↑ 強勢｜MA10：站上｜↑ 強勢｜MA20：站上｜↑ 強勢｜K棒：突破長紅K｜K線：整理收斂,K棒型態：突破長紅K｜K線結構：整理收斂,均線收斂整理中，等待突破或跌破確認。,CORE Early Entry,88.0,TEST,試單,低量試單,CORE早期卡位｜剛轉強｜靠近MA20｜量能回溫｜高流動性,CORE,0.0,1.0,1.0,0.0,,低,✅ 起漲乾淨,強起漲：乾淨啟動,PASS,強起漲：量能、均線與動能同步，假突破痕跡低；可列入優先試單，但仍不建議重倉。,假起漲檢查：未見明顯騙線痕跡,操作建議：可優先列入起漲觀察，若要進場僅用小倉試單；隔日站穩再加碼。,IGNITION→TEST,起漲轉試單,160.0,3.0,RANGE,50以下,18.02,277.5,5007.5,,,,,,,,,,,,
TEST,2026-05-05,2026-05-06,3163,波若威,ENTRY,ALPHA,ALPHA,58.0,WAIT,BLOCK,False,1255.0,0.0,0.0,3,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,BLOCK：同股已由高優先桶接管,119.36,,,HIGH,高流動性,92.75,5244921.0,6582375855000.0,85.0,🔥 高度集中,85（🔥 高度集中）,三大法人買超｜投信買超｜融資融券資料有限,籌碼偏集中但資料有限，可搭配技術面確認，不宜單獨重倉。,1,部分籌碼資料有限,📉 低信心,61.0,,,101346.0,150685.0,28339.0,280370.0,1.0,1,0.0,0.0,0.0,0.0,0,TPEX,🚀 主力拉升（趨勢延續）,高,可續抱；若是試單，可觀察是否進入加碼條件。,2026-05-05 12:15:28,behavior_interpretation,2026-05-05,波若威,TPEX,1255.0,1255.0,1190.0,0.0,0.0960698689956331,0.0,-0.0039682539682539,0.200956937799043,1.9564193168433448,1233.0,1217.0,1216.0,893.125,0.0550000898041984,4859136.8,3328699.65,1.5756666420774847,1.459770273956678,1315.0,1070.0,1315.0,430.0,0.1952191235058205,1233.0,1216.0,0.0135458167330569,0.0722631277279906,78.41888305220122,69.72442689463755,0,81.36720630470904,93.8751400326131,-12.50793372790406,0,1900034408.0,0.001016234879047,1.0,3.0,1.0,4.0,2.0,7.0,2754,True,MA5：站上｜↑ 強勢,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,MA5：站上｜↑ 強勢,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,十字K／猶豫,十字K／猶豫,整理收斂,整理收斂,MA5：站上｜↑ 強勢｜MA10：站上｜↑ 強勢｜MA20：站上｜↑ 強勢｜K棒：十字K／猶豫｜K線：整理收斂,K棒型態：十字K／猶豫｜K線結構：整理收斂,均線收斂整理中，等待突破或跌破確認。,ALPHA Trend Momentum,100.0,WATCH,觀察,高流動性觀察,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,ALPHA,0.0,0.0,1.0,1.0,實體不足,低,✅ 起漲乾淨,強起漲：乾淨啟動,PASS,強起漲：量能、均線與動能同步，假突破痕跡低；可列入優先試單，但仍不建議重倉。,假起漲檢查：實體不足,操作建議：可優先列入起漲觀察，若要進場僅用小倉試單；隔日站穩再加碼。,,,,,,,,,,,,,,,,,,,,,
TEST,2026-05-05,2026-05-06,6207,雷科,ENTRY,ALPHA,ALPHA,58.0,WAIT,BLOCK,False,63.4,0.0,0.0,3,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,BLOCK：超出本市場狀態可執行名額,119.24,,,HIGH,高流動性,92.39,14775456.0,936763910400.0,85.0,🔥 高度集中,85（🔥 高度集中）,三大法人買超｜投信買超｜融資融券資料有限,籌碼偏集中但資料有限，可搭配技術面確認，不宜單獨重倉。,1,部分籌碼資料有限,📉 低信心,64.0,,雷科,63571.0,302323.0,231752.0,597646.0,1.0,1,0.0,0.0,0.0,0.0,0,TPEX,🚀 主力拉升（趨勢延續）,高,可續抱；若是試單，可觀察是否進入加碼條件。,2026-05-05 12:15:28,behavior_interpretation,2026-05-05,雷科,TPEX,65.8,66.5,62.2,0.0,-0.0170542635658914,0.0,0.1321428571428571,0.2795156604680722,0.1201413729540654,63.620000000000005,61.86999992370605,58.64000007629394,55.11583325703938,0.0340870179875063,14777964.8,6902252.7,2.1406715520572,2.141035027593237,66.5,50.70000076293945,66.5,48.59999847412109,0.2492113444292009,63.620000000000005,58.64000007629394,0.0785488946944403,0.0612134091261184,75.6906224455002,74.15982635044634,0,2.759147494777011,2.2310114743022056,0.5281360204748053,0,577779104.0,2.17111907618861e-05,0.0,3.0,1.0,4.0,4.0,8.0,2754,True,MA5：貼近｜→ 盤整,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,MA5：貼近｜→ 盤整,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,一般K棒,一般K棒,整理收斂,整理收斂,MA5：貼近｜→ 盤整｜MA10：站上｜↑ 強勢｜MA20：站上｜↑ 強勢｜K棒：一般K棒｜K線：整理收斂,K棒型態：一般K棒｜K線結構：整理收斂,均線收斂整理中，等待突破或跌破確認。,CORE Early Entry,96.0,BUY,買進,早期卡位,CORE早期卡位｜剛轉強｜靠近MA20｜量能回溫｜高流動性,CORE,0.16279069767441937,0.5581395348837209,0.2790697674418597,0.0,,低,✅ 起漲乾淨,強起漲：乾淨啟動,PASS,強起漲：量能、均線與動能同步，假突破痕跡低；可列入優先試單，但仍不建議重倉。,假起漲檢查：未見明顯騙線痕跡,操作建議：可優先列入起漲觀察，若要進場僅用小倉試單；隔日站穩再加碼。,TEST→ALPHA,試單轉強勢,124.0,1.0,,,,,,,,,,,,,,,,,
TEST,2026-05-05,2026-05-06,2881,富邦金,ENTRY,PRE,PRE,68.0,WAIT,BLOCK,False,91.0,0.0,0.0,3,安靜吸籌 | 均線收斂 | 放量吸收 | 接近突破 | 結構尚可,BLOCK：超出本市場狀態可執行名額,118.7,,,HIGH,高流動性,97.99,49550204.0,4509068564000.0,15.0,❌ 極度分散,15（❌ 極度分散）,三大法人賣超｜投信賣超｜融資融券資料有限,籌碼偏弱且資料有限，避免重倉追高。,1,部分籌碼資料有限,📉 低信心,,,富邦金,656159.0,-3762837.0,130215.0,-2976463.0,0.0,1,0.0,0.0,0.0,0.0,0,TWSE,🟡 洗盤吸籌／整理換手（結構未壞）,中高,不急追；等放量突破或站穩 MA10 / MA20 再提高權重。,2026-05-05 12:15:28,behavior_interpretation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA5：依試單節奏判斷,MA10：依試單節奏判斷,MA20：依試單節奏判斷,MA5：依試單節奏判斷,MA10：依試單節奏判斷,MA20：依試單節奏判斷,突破確認K,,整理後轉強,整理後轉強,MA5：依試單節奏判斷｜MA10：依試單節奏判斷｜MA20：依試單節奏判斷｜K棒：突破確認K｜K線：整理後轉強,K棒型態：突破確認K｜K線結構：整理後轉強,依原策略執行，技術欄位用於確認節奏與風險。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST,2026-05-05,2026-05-06,4951,精拓科,ENTRY,ALPHA,ALPHA,58.0,WAIT,BLOCK,False,130.5,0.0,0.0,3,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,BLOCK：超出本市場狀態可執行名額,118.4,,,HIGH,高流動性,90.0,7153454.0,933525747000.0,85.0,🔥 高度集中,85（🔥 高度集中）,三大法人買超｜投信買超｜融資融券資料有限,籌碼偏集中但資料有限，可搭配技術面確認，不宜單獨重倉。,1,部分籌碼資料有限,📉 低信心,,,精拓科,2000.0,45175.0,16175.0,63350.0,1.0,1,0.0,0.0,0.0,0.0,0,TPEX,🚀 主力拉升（趨勢延續）,高,可續抱；若是試單，可觀察是否進入加碼條件。,2026-05-05 12:15:28,behavior_interpretation,2026-05-05,精拓科,TPEX,129.5,130.5,122.0,0.0,0.0966386554621849,0.0,0.7803546325619215,0.835443077365174,0.9448584644950596,128.2,113.43000030517578,92.62000045776368,77.025,0.1366769444794388,6646563.2,2634229.45,2.715577414867941,2.523152719289505,130.5,69.69999694824219,130.5,65.9000015258789,0.4659004065233097,128.2,92.62000045776368,0.2726436746510627,0.1947113834482132,96.99243846993426,93.44469180033748,0,16.21926090168921,11.16906538084132,5.05019552084789,0,23175274.0,0.1227884357307509,1.0,3.0,1.0,4.0,4.0,7.0,2754,True,MA5：站上｜↑ 強勢,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,MA5：站上｜↑ 強勢,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,十字K／猶豫,十字K／猶豫,多頭排列,多頭排列,MA5：站上｜↑ 強勢｜MA10：站上｜↑ 強勢｜MA20：站上｜↑ 強勢｜K棒：十字K／猶豫｜K線：多頭排列,K棒型態：十字K／猶豫｜K線結構：多頭排列,依原策略執行，技術欄位用於確認節奏與風險。,ALPHA Trend Momentum,108.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,ALPHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST,2026-05-05,2026-05-06,1595,川寶,ENTRY,ALPHA,ALPHA,58.0,WAIT,BLOCK,False,77.0,0.0,0.0,3,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,BLOCK：超出本市場狀態可執行名額,118.25,,,HIGH,高流動性,89.57,8850868.0,681516836000.0,85.0,🔥 高度集中,85（🔥 高度集中）,三大法人買超｜投信買超｜融資融券資料有限,籌碼偏集中但資料有限，可搭配技術面確認，不宜單獨重倉。,1,部分籌碼資料有限,📉 低信心,,,川寶,13147.0,67273.0,39126.0,119546.0,1.0,1,0.0,0.0,0.0,0.0,0,TPEX,🚀 主力拉升（趨勢延續）,高,可續抱；若是試單，可觀察是否進入加碼條件。,2026-05-05 12:15:28,behavior_interpretation,2026-05-05,川寶,TPEX,77.0,80.0,75.4,0.0,0.0576923076923077,0.0,0.536926194514237,0.8826405165603557,0.9518377315808868,76.16,71.70999954223632,60.06749938964843,47.31749980926513,0.0596399372693704,8115494.4,4570517.6,1.936513273682613,1.7756182363240434,80.0,41.400001525878906,80.0,37.0,0.5012986814755818,76.16,60.06749938964843,0.2089935144174359,0.1699371894274927,87.23586590204393,86.46844361775767,0,9.052932092206577,7.329776142359791,1.7231559498467837,0,113625829.0,0.0334415893207031,1.0,3.0,1.0,4.0,5.0,9.0,2754,True,MA5：站上｜↑ 強勢,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,MA5：站上｜↑ 強勢,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,十字K／猶豫,十字K／猶豫,高檔出貨疑慮,高檔出貨疑慮,MA5：站上｜↑ 強勢｜MA10：站上｜↑ 強勢｜MA20：站上｜↑ 強勢｜K棒：十字K／猶豫｜K線：高檔出貨疑慮,K棒型態：十字K／猶豫｜K線結構：高檔出貨疑慮,依原策略執行，技術欄位用於確認節奏與風險。,ALPHA Trend Momentum,98.0,BUY,買進,高流動性強勢買進,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,ALPHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST,2026-05-05,2026-05-06,2892,第一金,ENTRY,PRE,PRE,68.0,WAIT,BLOCK,False,28.25,0.0,0.0,3,安靜吸籌 | 均線收斂 | 放量吸收 | 接近突破 | 結構尚可,BLOCK：超出本市場狀態可執行名額,117.8,,,HIGH,高流動性,95.42,46215880.0,1305598610000.0,65.0,🟢 偏集中,65（🟢 偏集中）,三大法人買超｜投信賣超｜融資融券資料有限,籌碼偏集中但資料有限，可搭配技術面確認，不宜單獨重倉。,1,部分籌碼資料有限,📉 低信心,,,第一金,18027422.0,-52000.0,20000.0,17995422.0,1.0,1,0.0,0.0,0.0,0.0,0,TWSE,🟡 洗盤吸籌／整理換手（結構未壞）,中高,不急追；等放量突破或站穩 MA10 / MA20 再提高權重。,2026-05-05 12:15:28,behavior_interpretation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA5：依試單節奏判斷,MA10：依試單節奏判斷,MA20：依試單節奏判斷,MA5：依試單節奏判斷,MA10：依試單節奏判斷,MA20：依試單節奏判斷,突破確認K,,整理後轉強,整理後轉強,MA5：依試單節奏判斷｜MA10：依試單節奏判斷｜MA20：依試單節奏判斷｜K棒：突破確認K｜K線：整理後轉強,K棒型態：突破確認K｜K線結構：整理後轉強,依原策略執行，技術欄位用於確認節奏與風險。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEST,2026-05-05,2026-05-06,4510,高鋒,ENTRY,ALPHA,ALPHA,58.0,WAIT,BLOCK,False,51.7,0.0,0.0,3,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,BLOCK：超出本市場狀態可執行名額,117.61,,,HIGH,高流動性,87.74,8388129.0,433666269300.0,85.0,🔥 高度集中,85（🔥 高度集中）,三大法人買超｜投信買超｜融資融券資料有限,籌碼偏集中但資料有限，可搭配技術面確認，不宜單獨重倉。,1,部分籌碼資料有限,📉 低信心,27.0,,高鋒,55111.0,22882.0,-32229.0,45764.0,1.0,1,0.0,0.0,0.0,0.0,0,TPEX,🚀 主力拉升（趨勢延續）,高,可續抱；若是試單，可觀察是否進入加碼條件。,2026-05-05 12:15:28,behavior_interpretation,2026-05-05,高鋒,TPEX,47.25,51.7,47.25,0.0,0.1,0.0,0.1226927438989486,0.2427885071236726,0.0715025906735751,50.760000000000005,49.16500007629395,46.935,45.4875001780192,0.0621610156407342,7746103.2,4492884.45,1.866980798938641,1.7240824432954198,51.7,40.84999847412109,51.7,38.70000076293945,0.2098646329916644,50.760000000000005,46.935,0.0739845261107547,0.0439279412564995,91.31527743882324,82.309828072786,0,1.960696736947348,1.419175852599629,0.5415208843477191,0,559062932.0,0.0057751422367118,1.0,3.0,1.0,4.0,3.0,7.0,2754,True,MA5：站上｜↑ 強勢,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,MA5：站上｜↑ 強勢,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,突破長紅K,突破長紅K,整理收斂,整理收斂,MA5：站上｜↑ 強勢｜MA10：站上｜↑ 強勢｜MA20：站上｜↑ 強勢｜K棒：突破長紅K｜K線：整理收斂,K棒型態：突破長紅K｜K線結構：整理收斂,均線收斂整理中，等待突破或跌破確認。,CORE Early Entry,88.0,BUY,買進,早期卡位,CORE早期卡位｜剛轉強｜靠近MA20｜量能回溫｜高流動性,CORE,0.0,1.0,1.0,0.0,,低,✅ 起漲乾淨,強起漲：乾淨啟動,PASS,強起漲：量能、均線與動能同步，假突破痕跡低；可列入優先試單，但仍不建議重倉。,假起漲檢查：未見明顯騙線痕跡,操作建議：可優先列入起漲觀察，若要進場僅用小倉試單；隔日站穩再加碼。,TEST→ALPHA,試單轉強勢,128.0,1.0,,,,,,,,,,,,,,,,,
TEST,2026-05-05,2026-05-06,5386,青雲,ENTRY,ALPHA,ALPHA,58.0,WAIT,BLOCK,False,398.0,0.0,0.0,3,ALPHA高流動性強勢延續｜成交量/成交金額優先｜突破/趨勢確認｜高流動性,BLOCK：超出本市場狀態可執行名額,117.39,,,HIGH,高流動性,87.12,3202685.0,1274668630000.0,85.0,🔥 高度集中,85（🔥 高度集中）,三大法人買超｜投信買超｜融資融券資料有限,籌碼偏集中但資料有限，可搭配技術面確認，不宜單獨重倉。,1,部分籌碼資料有限,📉 低信心,69.0,,青雲,53717.0,31085.0,-22632.0,62170.0,1.0,1,0.0,0.0,0.0,0.0,0,TPEX,🚀 主力拉升（趨勢延續）,高,可續抱；若是試單，可觀察是否進入加碼條件。,2026-05-05 12:15:28,behavior_interpretation,2026-05-05,青雲,TPEX,382.5,408.0,372.0,0.0,0.0501319261213719,0.0,0.0889192886456908,0.3113673805601318,3.698937595513808,394.2,383.2,365.6,282.731666692098,0.0694568727308241,3299148.0,2535364.0,1.263205204459793,1.3012522067837198,412.5,317.5,445.0,85.0999984741211,0.2386934673360836,394.2,365.6,0.0718592964822314,0.0822171242504782,81.63950119633431,73.82757167789798,0,25.506093356471357,25.00890860307252,0.4971847533988338,0,608436924.0,-0.0007920836937129,1.0,2.0,1.0,4.0,3.0,7.0,2754,True,MA5：貼近｜→ 盤整,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,MA5：貼近｜→ 盤整,MA10：站上｜↑ 強勢,MA20：站上｜↑ 強勢,一般K棒,一般K棒,整理收斂,整理收斂,MA5：貼近｜→ 盤整｜MA10：站上｜↑ 強勢｜MA20：站上｜↑ 強勢｜K棒：一般K棒｜K線：整理收斂,K棒型態：一般K棒｜K線結構：整理收斂,均線收斂整理中，等待突破或跌破確認。,CORE Early Entry,96.0,BUY,買進,早期卡位,CORE早期卡位｜剛轉強｜靠近MA20｜量能回溫｜高流動性,CORE,0.2777777777777778,0.4305555555555556,0.7222222222222222,0.0,,低,✅ 起漲乾淨,強起漲：乾淨啟動,PASS,強起漲：量能、均線與動能同步，假突破痕跡低；可列入優先試單，但仍不建議重倉。,假起漲檢查：未見明顯騙線痕跡,操作建議：可優先列入起漲觀察，若要進場僅用小倉試單；隔日站穩再加碼。,ALPHA→CORE,強勢轉核心,106.0,2.0,,,,,,,,,,,,,,,,,
