engine,signal_date,trade_date,exit_date,symbol,market,signal_close,mom_5d,mom_20d,std_5d,trade_close,exit_close,trade_ret,weight_engine,weight_portfolio,wret
A,2026-01-27,2026-01-28,2026-01-30,2349,TWSE,14.2,-0.0926517571884985,,0.018432180236249127,14.15,13.6,-0.03886925795053009,0.125,0.0375,-0.0014575971731448784
A,2026-01-27,2026-01-28,2026-01-30,2371,TWSE,39.2,-0.08304093567251458,,0.01635007664450121,40.1,38.9,-0.029925187032418976,0.125,0.0375,-0.0011221945137157116
A,2026-01-28,2026-01-29,2026-02-02,2312,TWSE,25.6,-0.2414814814814814,,0.042834541716764825,27.45,25.45,-0.07285974499089254,0.125,0.0375,-0.00273224043715847
A,2026-01-28,2026-01-29,2026-02-02,1541,TWSE,25.8,-0.10104529616724733,,0.025924846977038514,25.5,24.75,-0.02941176470588236,0.125,0.0375,-0.0011029411764705884
A,2026-01-28,2026-01-29,2026-02-02,2241,TWSE,32.7,-0.0865921787709496,,0.011907269619171388,32.45,30.5,-0.06009244992295848,0.125,0.0375,-0.002253466872110943
A,2026-01-28,2026-01-29,2026-02-02,1809,TWSE,25.95,-0.08626760563380276,,0.06667089702863546,24.35,24.0,-0.014373716632443578,0.125,0.0375,-0.0005390143737166341
A,2026-01-28,2026-01-29,2026-02-02,2231,TWSE,97.5,-0.0714285714285714,,0.025334541767249422,94.6,90.8,-0.04016913319238902,0.125,0.0375,-0.001506342494714588
A,2026-01-28,2026-01-29,2026-02-02,1539,TWSE,19.15,-0.06585365853658542,,0.01524184745523245,18.75,18.05,-0.03733333333333333,0.125,0.0375,-0.0013999999999999998
A,2026-01-28,2026-01-29,2026-02-02,2342,TWSE,35.35,-0.06481481481481466,,0.04756151902150461,33.6,31.8,-0.0535714285714286,0.125,0.0375,-0.0020089285714285725
A,2026-01-28,2026-01-29,2026-02-02,1568,TWSE,24.2,-0.06201550387596899,,0.007913226978921861,23.95,23.3,-0.02713987473903956,0.125,0.0375,-0.0010177453027139835
A,2026-01-29,2026-01-30,2026-02-03,2342,TWSE,33.6,-0.13735558408215665,,0.04277136743557468,32.9,32.05,-0.02583586626139822,0.125,0.0375,-0.0009688449848024332
A,2026-01-29,2026-01-30,2026-02-03,2356,TWSE,45.05,-0.12011718750000011,,0.026937520564435907,45.0,44.05,-0.02111111111111119,0.125,0.0375,-0.0007916666666666697
A,2026-01-29,2026-01-30,2026-02-03,2375,TWSE,95.0,-0.09952606635071093,,0.01649270251184577,91.0,85.3,-0.06263736263736264,0.125,0.0375,-0.0023489010989010987
A,2026-01-29,2026-01-30,2026-02-03,2399,TWSE,24.65,-0.0904059040590407,,0.025514076244880494,23.25,23.15,-0.004301075268817289,0.125,0.0375,-0.00016129032258064833
A,2026-01-29,2026-01-30,2026-02-03,1529,TWSE,24.7,-0.08007448789571703,,0.02150989963154314,23.95,23.4,-0.022964509394572064,0.125,0.0375,-0.0008611691022964524
A,2026-01-29,2026-01-30,2026-02-03,2231,TWSE,94.6,-0.07707317073170739,,0.02601247469893231,92.5,88.4,-0.044324324324324316,0.125,0.0375,-0.0016621621621621618
A,2026-01-29,2026-01-30,2026-02-03,2349,TWSE,13.85,-0.07666666666666666,,0.013059075063867366,13.6,13.2,-0.02941176470588236,0.125,0.0375,-0.0011029411764705884
A,2026-01-29,2026-01-30,2026-02-03,1609,TWSE,43.7,-0.07610993657505272,,0.044556104106440626,41.55,38.95,-0.06257521058965088,0.125,0.0375,-0.0023465703971119077
A,2026-01-30,2026-02-02,2026-02-05,2399,TWSE,23.25,-0.13888888888888884,,0.028664199314965683,22.55,22.95,0.01773835920177369,0.125,0.0375,0.0006651884700665133
