engine,signal_date,trade_date,exit_date,symbol,market,signal_close,mom_5d,mom_20d,std_5d,trade_close,exit_close,trade_ret,weight_engine,weight_portfolio,wret
A,2026-01-30,2026-02-02,2026-02-05,1514,TWSE,123.5,-0.1333333333333333,,0.04147072401837594,121.5,120.5,-0.008230452674897082,0.125,0.0375,-0.00030864197530864056
A,2026-01-30,2026-02-02,2026-02-05,1529,TWSE,23.95,-0.11623616236162371,,0.016374981493266338,23.4,23.3,-0.004273504273504147,0.125,0.0375,-0.0001602564102564055
A,2026-01-30,2026-02-02,2026-02-05,2375,TWSE,91.0,-0.10784313725490191,,0.018545594236021094,84.9,83.7,-0.014134275618374548,0.125,0.0375,-0.0005300353356890456
A,2026-01-30,2026-02-02,2026-02-05,2352,TWSE,25.2,-0.1063829787234043,,0.01959792251890005,24.95,25.35,0.01603206412825653,0.125,0.0375,0.0006012024048096199
A,2026-01-30,2026-02-02,2026-02-05,2377,TWSE,90.2,-0.10248756218905475,,0.009110897549928377,90.8,89.8,-0.011013215859030812,0.125,0.0375,-0.0004129955947136554
A,2026-01-30,2026-02-02,2026-02-05,1773,TWSE,143.0,-0.09206349206349207,,0.021420994267026875,139.0,141.5,0.017985611510791477,0.125,0.0375,0.0006744604316546804
A,2026-01-30,2026-02-02,2026-02-05,1587,TWSE,46.15,-0.09153543307086609,,0.018839219680945447,44.1,44.0,-0.0022675736961451642,0.125,0.0375,-8.503401360544366e-05
A,2026-02-02,2026-02-03,2026-02-06,2399,TWSE,22.55,-0.16789667896678973,,0.02225483803285139,23.15,22.2,-0.04103671706263501,0.125,0.0375,-0.0015388768898488127
A,2026-02-02,2026-02-03,2026-02-06,2375,TWSE,84.9,-0.16764705882352937,,0.02216006091065621,85.3,81.1,-0.049237983587338885,0.125,0.0375,-0.001846424384525208
A,2026-02-02,2026-02-03,2026-02-06,1526,TWSE,19.65,-0.15665236051502152,,0.025131219418070276,21.35,20.0,-0.06323185011709609,0.125,0.0375,-0.0023711943793911032
A,2026-02-02,2026-02-03,2026-02-06,2329,TWSE,54.6,-0.15348837209302324,,0.017662838135215003,53.4,50.2,-0.059925093632958726,0.125,0.0375,-0.0022471910112359522
A,2026-02-02,2026-02-03,2026-02-06,1587,TWSE,44.1,-0.138671875,,0.014230328830514817,44.2,43.0,-0.02714932126696834,0.125,0.0375,-0.0010180995475113127
A,2026-02-02,2026-02-03,2026-02-06,1721,TWSE,17.0,-0.13705583756345174,,0.014046518278189575,16.7,18.1,0.08383233532934153,0.125,0.0375,0.0031437125748503074
A,2026-02-02,2026-02-03,2026-02-06,1303,TWSE,70.6,-0.1358629130966953,,0.030234129785408584,73.0,73.5,0.006849315068493178,0.125,0.0375,0.00025684931506849416
A,2026-02-02,2026-02-03,2026-02-06,1809,TWSE,24.0,-0.1351351351351351,,0.027498878645635084,26.4,23.5,-0.10984848484848475,0.125,0.0375,-0.004119318181818178
A,2026-02-03,2026-02-05,2026-02-09,2363,TWSE,50.5,-0.1652892561983471,,0.018074320565812773,50.1,49.5,-0.0119760479041916,0.125,0.0375,-0.000449101796407185
A,2026-02-03,2026-02-05,2026-02-09,2329,TWSE,53.4,-0.14832535885167475,,0.018249881147962093,52.7,51.7,-0.018975332068311146,0.125,0.0375,-0.000711574952561668
A,2026-02-03,2026-02-05,2026-02-09,2375,TWSE,85.3,-0.14700000000000002,,0.028400870261850893,83.7,83.0,-0.008363201911589013,0.125,0.0375,-0.000313620071684588
A,2026-02-03,2026-02-05,2026-02-09,1721,TWSE,16.7,-0.1457800511508952,,0.010502732737054973,19.5,17.2,-0.11794871794871797,0.125,0.0375,-0.004423076923076924
A,2026-02-03,2026-02-05,2026-02-09,1608,TWSE,34.0,-0.14141414141414144,,0.04448606971060955,33.6,33.0,-0.017857142857142905,0.125,0.0375,-0.0006696428571428589
A,2026-02-03,2026-02-05,2026-02-09,1789,TWSE,24.2,-0.12,,0.0381572294263211,23.5,22.9,-0.025531914893617058,0.125,0.0375,-0.0009574468085106397
A,2026-02-03,2026-02-05,2026-02-09,2399,TWSE,23.15,-0.11809523809523814,,0.03603523442483596,22.95,22.0,-0.04139433551198257,0.125,0.0375,-0.0015522875816993463
A,2026-02-03,2026-02-05,2026-02-09,1587,TWSE,44.2,-0.11155778894472357,,0.02012694607565599,44.0,44.95,0.021590909090909216,0.125,0.0375,0.0008096590909090956
A,2026-02-05,2026-02-06,2026-02-10,2344,TWSE,102.5,-0.19291338582677164,,0.05201123466232831,97.8,103.5,0.05828220858895716,0.125,0.0375,0.0021855828220858934
A,2026-02-05,2026-02-06,2026-02-10,1608,TWSE,33.6,-0.1713933415536374,,0.035826737034432565,32.6,34.0,0.042944785276073594,0.125,0.0375,0.0016104294478527597
A,2026-02-05,2026-02-06,2026-02-10,1732,TWSE,27.9,-0.16467065868263475,,0.048557428180907455,27.7,27.5,-0.0072202166064981865,0.125,0.0375,-0.000270758122743682
A,2026-02-05,2026-02-06,2026-02-10,2375,TWSE,83.7,-0.15454545454545454,,0.02702117293951623,81.1,84.6,0.04315659679408146,0.125,0.0375,0.0016183723797780546
A,2026-02-05,2026-02-06,2026-02-10,1717,TWSE,57.0,-0.15304606240713226,,0.038053362730178536,54.1,55.4,0.024029574861367697,0.125,0.0375,0.0009011090573012886
A,2026-02-05,2026-02-06,2026-02-10,1325,TWSE,30.35,-0.1522346368715083,,0.05058142461792383,30.0,29.65,-0.011666666666666714,0.125,0.0375,-0.00043750000000000174
A,2026-02-05,2026-02-06,2026-02-10,2329,TWSE,52.7,-0.1472491909385112,,0.018547816201950038,50.2,50.5,0.005976095617529875,0.125,0.0375,0.0002241035856573703
A,2026-02-05,2026-02-06,2026-02-10,2009,TWSE,44.5,-0.14423076923076927,,0.06388555642120589,42.45,43.95,0.035335689045936425,0.125,0.0375,0.0013250883392226158
A,2026-02-06,2026-02-09,2026-02-11,2344,TWSE,97.8,-0.24769230769230777,,0.03783709485064159,107.5,105.5,-0.018604651162790753,0.125,0.0375,-0.0006976744186046532
A,2026-02-06,2026-02-09,2026-02-11,2009,TWSE,42.45,-0.22677595628415292,,0.04288948922867223,43.2,44.7,0.03472222222222232,0.125,0.0375,0.001302083333333337
A,2026-02-06,2026-02-09,2026-02-11,1608,TWSE,32.6,-0.19506172839506164,,0.030744184648803605,33.0,34.55,0.046969696969696884,0.125,0.0375,0.001761363636363633
A,2026-02-06,2026-02-09,2026-02-11,2374,TWSE,78.2,-0.17336152219873147,,0.04444572923028801,78.1,77.5,-0.007682458386683688,0.125,0.0375,-0.0002880921895006383
A,2026-02-06,2026-02-09,2026-02-11,2329,TWSE,50.2,-0.16887417218543044,,0.018995212500010784,51.7,50.2,-0.029013539651837505,0.125,0.0375,-0.0010880077369439065
A,2026-02-06,2026-02-09,2026-02-11,2049,TWSE,219.5,-0.1475728155339806,,0.035174242137998225,235.5,232.0,-0.014861995753715496,0.125,0.0375,-0.0005573248407643311
A,2026-02-06,2026-02-09,2026-02-11,2375,TWSE,81.1,-0.1463157894736843,,0.0266776182304488,83.0,85.3,0.027710843373493832,0.125,0.0375,0.0010391566265060186
A,2026-02-06,2026-02-09,2026-02-11,2365,TWSE,36.1,-0.14047619047619042,,0.03741783770906543,35.05,35.25,0.005706134094151327,0.125,0.0375,0.00021398002853067477
A,2026-02-09,2026-02-10,2026-02-23,2009,TWSE,43.2,-0.13772455089820357,-0.09433962264150941,0.045255903560665514,43.95,46.0,0.04664391353811137,0.125,0.0375,0.0017491467576791764
A,2026-02-09,2026-02-10,2026-02-23,1608,TWSE,33.0,-0.13499344692005244,-0.11528150134048254,0.03705016752306295,34.0,35.85,0.05441176470588238,0.125,0.0375,0.002040441176470589
A,2026-02-09,2026-02-10,2026-02-23,1717,TWSE,54.7,-0.11345218800648293,0.06420233463035019,0.03776190611227093,55.4,59.2,0.06859205776173294,0.125,0.0375,0.002572202166064985
A,2026-02-09,2026-02-10,2026-02-23,2329,TWSE,51.7,-0.11015490533562822,-0.09773123909249559,0.03492297246139274,50.5,51.6,0.0217821782178218,0.125,0.0375,0.0008168316831683176
A,2026-02-09,2026-02-10,2026-02-23,2338,TWSE,34.75,-0.10897435897435892,-0.05953991880920173,0.03432855776386461,33.95,37.0,0.0898379970544918,0.125,0.0375,0.0033689248895434425
A,2026-02-09,2026-02-10,2026-02-23,1535,TWSE,46.5,-0.1074856046065259,-0.12429378531073454,0.008907225316948831,45.0,48.15,0.07000000000000006,0.125,0.0375,0.0026250000000000023
A,2026-02-09,2026-02-10,2026-02-23,2365,TWSE,35.05,-0.10128205128205137,0.0057388809182208345,0.02942026059915022,34.85,36.85,0.057388809182209455,0.125,0.0375,0.0021520803443328546
A,2026-02-09,2026-02-10,2026-02-23,2025,TWSE,12.0,-0.101123595505618,0.016949152542372836,0.023982330514536486,12.15,12.1,-0.004115226337448652,0.125,0.0375,-0.00015432098765432445
A,2026-02-10,2026-02-11,2026-02-24,2344,TWSE,103.5,-0.10775862068965514,0.014705882352941124,0.07108298501652159,105.5,122.0,0.1563981042654028,0.125,0.0375,0.005864928909952605
A,2026-02-10,2026-02-11,2026-02-24,1535,TWSE,45.0,-0.1071428571428571,-0.15254237288135597,0.008802048878696952,46.9,48.6,0.03624733475479758,0.125,0.0375,0.0013592750533049092
A,2026-02-10,2026-02-11,2026-02-24,2014,TWSE,18.1,-0.09273182957393478,0.08708708708708723,0.01904928616712892,18.15,18.0,-0.008264462809917328,0.125,0.0375,-0.00030991735537189976
A,2026-02-10,2026-02-11,2026-02-24,2069,TWSE,18.55,-0.09068627450980382,-0.03385416666666663,0.019024793736044363,18.7,19.05,0.018716577540107027,0.125,0.0375,0.0007018716577540134
A,2026-02-10,2026-02-11,2026-02-24,2338,TWSE,33.95,-0.08490566037735847,-0.09827357237715795,0.031170875111388496,33.65,40.7,0.2095096582466569,0.125,0.0375,0.007856612184249634
A,2026-02-10,2026-02-11,2026-02-24,2038,TWSE,15.25,-0.0813253012048194,0.02006688963210701,0.020713325048018268,15.6,15.05,-0.03525641025641024,0.125,0.0375,-0.001322115384615384
A,2026-02-10,2026-02-11,2026-02-24,2329,TWSE,50.5,-0.07509157509157516,-0.1569282136894824,0.028222527135187105,50.2,54.8,0.09163346613545809,0.125,0.0375,0.003436254980079678
A,2026-02-10,2026-02-11,2026-02-24,1789,TWSE,21.95,-0.06991525423728817,-0.07188160676532762,0.02589198251365151,21.65,21.5,-0.006928406466512604,0.125,0.0375,-0.00025981524249422266
A,2026-02-11,2026-02-23,2026-02-25,1528,TWSE,22.3,-0.17712177121771222,0.006772009029345494,0.08472336402047778,23.0,23.45,0.019565217391304346,0.125,0.0375,0.000733695652173913
A,2026-02-11,2026-02-23,2026-02-25,2338,TWSE,33.65,-0.12483745123537071,-0.10742705570291788,0.012995004950959493,37.0,44.75,0.20945945945945943,0.125,0.0375,0.007854729729729728
A,2026-02-11,2026-02-23,2026-02-25,1735,TWSE,16.3,-0.11891891891891893,-0.04398826979472137,0.034085491508573165,17.45,17.15,-0.017191977077363974,0.125,0.0375,-0.000644699140401149
A,2026-02-11,2026-02-23,2026-02-25,1809,TWSE,23.5,-0.10984848484848475,0.22395833333333348,0.0348103715926524,24.65,24.25,-0.016227180527383256,0.125,0.0375,-0.000608519269776872
A,2026-02-11,2026-02-23,2026-02-25,1789,TWSE,21.65,-0.10537190082644632,-0.10351966873706009,0.014250490901807281,21.9,21.95,0.0022831050228311334,0.125,0.0375,8.56164383561675e-05
A,2026-02-11,2026-02-23,2026-02-25,1522,TWSE,44.4,-0.09387755102040818,-0.038961038961039085,0.04009323223882417,44.0,43.55,-0.010227272727272751,0.125,0.0375,-0.00038352272727272817
A,2026-02-11,2026-02-23,2026-02-25,1524,TWSE,30.85,-0.06797583081571001,0.045762711864406835,0.014930822838281793,31.0,30.75,-0.008064516129032251,0.125,0.0375,-0.0003024193548387094
A,2026-02-11,2026-02-23,2026-02-25,2014,TWSE,18.15,-0.06683804627249357,0.08682634730538918,0.020860241293714565,18.05,18.8,0.04155124653739617,0.125,0.0375,0.0015581717451523564
A,2026-02-23,2026-02-24,2026-02-26,1522,TWSE,44.0,-0.10204081632653061,-0.07756813417190778,0.03922671779210588,44.0,44.0,0.0,0.125,0.0375,0.0
A,2026-02-23,2026-02-24,2026-02-26,1789,TWSE,21.9,-0.06808510638297882,-0.09690721649484546,0.019731363906161082,21.5,21.4,-0.0046511627906977715,0.125,0.0375,-0.00017441860465116643
A,2026-02-23,2026-02-24,2026-02-26,2324,TWSE,29.5,-0.057507987220447254,-0.05901116427432218,0.015722579078769776,29.65,31.65,0.06745362563237767,0.125,0.0375,0.0025295109612141625
A,2026-02-23,2026-02-24,2026-02-26,1598,TWSE,19.35,-0.05378973105134466,-0.13808463251670366,0.010189152419567174,19.3,18.95,-0.0181347150259068,0.125,0.0375,-0.000680051813471505
A,2026-02-23,2026-02-24,2026-02-26,1445,TWSE,15.0,-0.05063291139240511,0.2195121951219512,0.012450786731001497,14.9,14.95,0.003355704697986406,0.125,0.0375,0.0001258389261744902
A,2026-02-23,2026-02-24,2026-02-26,2034,TWSE,20.85,-0.05011389521640086,-0.011848341232227444,0.013453357456660205,20.65,20.85,0.009685230024213176,0.125,0.0375,0.0003631961259079941
A,2026-02-23,2026-02-24,2026-02-26,1524,TWSE,31.0,-0.04761904761904756,0.03161397670549082,0.01690888239759337,31.1,30.9,-0.006430868167202619,0.125,0.0375,-0.00024115755627009822
A,2026-02-23,2026-02-24,2026-02-26,2014,TWSE,18.05,-0.04497354497354489,0.08734939759036142,0.019269380972516896,18.0,18.15,0.008333333333333304,0.125,0.0375,0.00031249999999999887
A,2026-02-24,2026-02-25,2026-03-02,1471,TWSE,11.3,-0.08870967741935476,0.15897435897435908,0.05071633390100868,12.4,14.3,0.153225806451613,0.125,0.0375,0.005745967741935487
