engine,date,symbol,market,close,mom_5,std_5,ret_1d
A,2026-03-20,2049,TWSE,223.5,-0.06289308176100628,0.013291627927535547,-0.01118568232662187
A,2026-03-23,1303,TWSE,73.8,-0.17264573991031396,0.03122062681829386,-0.020325203252032575
A,2026-03-23,1802,TWSE,51.9,-0.1588330632090762,0.05169117184991418,0.0
A,2026-03-23,1721,TWSE,18.05,-0.13221153846153844,0.026997567301889454,0.0027700831024930483
A,2026-03-23,1414,TWSE,17.75,-0.12561576354679804,0.014350294615679913,-0.005633802816901512
A,2026-03-23,1589,TWSE,7.71,-0.12086659064994298,0.06414702440613546,0.012970168612191912
A,2026-03-23,1795,TWSE,205.5,-0.11612903225806448,0.04785500350706482,-0.009732360097323589
A,2026-03-23,1529,TWSE,25.95,-0.10207612456747406,0.010609437631312876,-0.028901734104046284
A,2026-03-23,2317,TWSE,196.0,-0.09468822170900693,0.012269167705835185,-0.005102040816326481
A,2026-03-24,2344,TWSE,99.5,-0.19433198380566796,0.03552050462364018,-0.013065326633165841
A,2026-03-24,1802,TWSE,51.9,-0.16290322580645167,0.055203165361307295,0.04431599229287109
A,2026-03-24,1303,TWSE,72.3,-0.15438596491228074,0.047122995605302434,0.051175656984785656
A,2026-03-24,1795,TWSE,203.5,-0.1503131524008351,0.05073400919154891,0.041769041769041726
A,2026-03-24,1538,TWSE,15.0,-0.14772727272727282,0.027753344435214627,-0.053333333333333344
A,2026-03-24,1529,TWSE,25.2,-0.13550600343053176,0.021070369292415694,0.01587301587301604
A,2026-03-24,2314,TWSE,17.5,-0.13366336633663367,0.01854504722963502,-0.0028571428571428914
A,2026-03-24,1582,TWSE,82.0,-0.13227513227513232,0.03177660131063251,0.03170731707317076
A,2026-03-25,2344,TWSE,98.2,-0.23281249999999998,0.03785559382368877,-0.022403258655804503
A,2026-03-25,1538,TWSE,14.2,-0.17441860465116277,0.026595192122255536,-0.07042253521126762
A,2026-03-25,1735,TWSE,26.4,-0.16057233704292528,0.042394778229757,0.015151515151515138
A,2026-03-25,2314,TWSE,17.45,-0.15903614457831328,0.022246329300008014,-0.005730659025787843
A,2026-03-25,1802,TWSE,54.2,-0.15444617784711379,0.05479444150504665,-0.016605166051660625
A,2026-03-25,1795,TWSE,212.0,-0.14343434343434347,0.03393590776647645,-0.01650943396226412
A,2026-03-25,2338,TWSE,48.8,-0.13012477718360083,0.05856697901338223,-0.05122950819672134
A,2026-03-25,1303,TWSE,76.0,-0.11832946635730857,0.04727002892815052,-0.015789473684210575
A,2026-03-26,1538,TWSE,13.2,-0.22352941176470598,0.03302877647095161,0.007575757575757791
A,2026-03-26,2344,TWSE,96.0,-0.21311475409836067,0.024216370085915297,-0.03749999999999998
A,2026-03-26,2337,TWSE,128.0,-0.1847133757961783,0.05612182888633185,-0.0234375
A,2026-03-26,1477,TWSE,246.0,-0.16040955631399323,0.04228486337245237,0.004065040650406582
A,2026-03-26,1809,TWSE,27.45,-0.15538461538461545,0.054998237131037395,0.03460837887067392
A,2026-03-26,1735,TWSE,26.8,-0.1545741324921135,0.03348615348607367,0.01679104477611948
A,2026-03-26,2399,TWSE,29.25,-0.13589364844903995,0.06985593439807936,0.05982905982905984
A,2026-03-26,2338,TWSE,46.3,-0.1345794392523365,0.05875372067221887,0.015118790496760237
A,2026-03-27,2337,TWSE,125.0,-0.21875,0.06156336584047287,0.02400000000000002
A,2026-03-27,1538,TWSE,13.3,-0.21068249258160243,0.037355857259551935,-0.007518796992481258
A,2026-03-27,2399,TWSE,31.0,-0.16666666666666674,0.0654589115547841,-0.014516129032258074
A,2026-03-27,2344,TWSE,92.4,-0.15999999999999992,0.03036835152015093,0.006493506493506329
A,2026-03-27,2329,TWSE,52.2,-0.1594202898550724,0.03395747431637444,-0.011494252873563204
A,2026-03-27,2349,TWSE,13.65,-0.13607594936708867,0.038589684750098996,-0.04029304029304037
A,2026-03-27,1477,TWSE,247.0,-0.1333333333333333,0.03933100076726957,-0.046558704453441346
A,2026-03-27,2387,TWSE,40.2,-0.1308108108108107,0.04329688946123401,-0.018656716417910446
A,2026-03-30,1538,TWSE,13.2,-0.18518518518518523,0.03219513149723639,-0.022727272727272596
A,2026-03-30,2337,TWSE,128.0,-0.13804713804713808,0.0655296334251071,-0.09765625
A,2026-03-30,2324,TWSE,28.25,-0.1360856269113151,0.027851011046000962,-0.046017699115044275
A,2026-03-30,2344,TWSE,93.0,-0.1348837209302326,0.017042942938838474,-0.03010752688172036
A,2026-03-30,1477,TWSE,235.5,-0.1179775280898876,0.03399697563559157,-0.03397027600849256
A,2026-03-30,1589,TWSE,6.84,-0.11284046692607008,0.024596183058892315,-0.03508771929824561
A,2026-03-30,2387,TWSE,39.45,-0.11248593925759276,0.04434612425298902,0.006337135614702172
A,2026-03-30,2399,TWSE,30.55,-0.10932944606413986,0.04926961730698436,-0.016366612111292977
A,2026-03-31,1477,TWSE,227.5,-0.15740740740740744,0.03602888334163877,0.00219780219780219
A,2026-03-31,1589,TWSE,6.6,-0.15492957746478875,0.02790071195222516,-0.06818181818181812
A,2026-03-31,2324,TWSE,26.95,-0.14984227129337535,0.03484257083223608,0.01855287569573294
A,2026-03-31,1538,TWSE,12.9,-0.14,0.02930590337116386,-0.019379844961240345
A,2026-03-31,2340,TWSE,24.2,-0.13879003558718872,0.03981078101284998,0.045454545454545414
A,2026-03-31,2404,TWSE,821.0,-0.1219251336898396,0.025387953839345206,0.015834348355663774
A,2026-03-31,2258,TWSE,26.6,-0.11627906976744184,0.031491706384288234,0.026315789473684292
A,2026-03-31,1735,TWSE,23.95,-0.1080074487895718,0.05789143895085027,0.06471816283924836
A,2026-04-01,1589,TWSE,6.15,-0.19502617801047117,0.023936860584308023,-0.09918699186991875
A,2026-04-01,1477,TWSE,228.0,-0.14925373134328357,0.02405135045011011,-0.03947368421052633
A,2026-04-01,2324,TWSE,27.45,-0.12857142857142856,0.034502094538839664,-0.0018214936247723523
A,2026-04-01,2404,TWSE,834.0,-0.1155885471898197,0.024504379512036868,-0.005995203836930418
A,2026-04-01,2338,TWSE,43.45,-0.10963114754098346,0.026169769372214085,-0.004602991944764212
A,2026-04-01,1538,TWSE,12.65,-0.10915492957746475,0.012770949307777885,0.0
A,2026-04-01,2340,TWSE,25.3,-0.10600706713780916,0.04328645384372523,0.015810276679841806
A,2026-04-01,2337,TWSE,127.0,-0.10563380281690138,0.07203690657737259,0.015748031496062964
A,2026-04-02,1735,TWSE,23.0,-0.14179104477611948,0.06418205423952819,-0.03260869565217395
A,2026-04-02,2324,TWSE,27.4,-0.13015873015873025,0.03381002487471553,-0.02007299270072982
A,2026-04-02,1435,TWSE,16.35,-0.1279999999999999,0.04123483823859833,-0.09785932721712542
A,2026-04-02,2387,TWSE,39.5,-0.11434977578475336,0.010991881502119712,-0.006329113924050667
A,2026-04-02,1477,TWSE,219.0,-0.1097560975609756,0.022392427699664243,-0.0022831050228310223
A,2026-04-02,2342,TWSE,28.0,-0.09238249594813619,0.03054753896207496,0.02499999999999991
A,2026-04-02,1457,TWSE,14.8,-0.09202453987730064,0.015193140686535687,0.023648648648648685
A,2026-04-02,2072,TWSE,170.5,-0.09066666666666667,0.0387224019934255,0.038123167155425186
A,2026-04-07,1435,TWSE,14.75,-0.23177083333333326,0.047206378240125364,0.0
A,2026-04-07,2314,TWSE,15.3,-0.19685039370078738,0.0465730721117232,-0.0980392156862745
A,2026-04-07,1735,TWSE,22.25,-0.1834862385321101,0.06963818055518227,0.022471910112359605
A,2026-04-07,1809,TWSE,24.7,-0.130281690140845,0.04421155284417229,0.0668016194331984
A,2026-04-07,2059,TWSE,3175.0,-0.11805555555555558,0.07051329838602985,0.04409448818897643
A,2026-04-07,1477,TWSE,218.5,-0.11538461538461542,0.021682350366467124,0.006864988558352492
A,2026-04-07,2316,TWSE,92.6,-0.11387559808612446,0.05130195542344005,0.05939524838012966
A,2026-04-07,2324,TWSE,26.85,-0.11239669421487597,0.033076977731536394,0.03910614525139655
A,2026-04-08,2314,TWSE,13.8,-0.28682170542635665,0.03220028758629364,-0.09782608695652184
A,2026-04-08,2231,TWSE,118.5,-0.13818181818181818,0.04367150727798141,-0.029535864978902926
A,2026-04-08,1310,TWSE,10.3,-0.13807531380753124,0.049494716992518645,0.01941747572815533
A,2026-04-08,1308,TWSE,16.75,-0.13659793814432986,0.052445370649874756,0.005970149253731405
A,2026-04-08,1305,TWSE,15.9,-0.13586956521739124,0.06075006515117885,0.03144654088050314
A,2026-04-08,1735,TWSE,22.75,-0.13167938931297707,0.07831838629347511,0.098901098901099
A,2026-04-08,1313,TWSE,11.8,-0.12267657992565051,0.029973226664902035,0.008474576271186418
A,2026-04-08,1337,TWSE,5.66,-0.11975116640746497,0.029934810727618014,-0.007067137809187329
