engine,date,symbol,market,close,mom_5,std_5,ret_1d
A,2026-01-26,1721,TWSE,19.7,-0.10657596371882094,0.046822592138904974,-0.0076142131979695105
A,2026-01-26,1717,TWSE,62.9,-0.10526315789473684,0.02557854804241922,-0.027027027027026973
A,2026-01-26,2241,TWSE,33.55,-0.10053619302949057,0.011185974697493436,0.0
A,2026-01-26,1568,TWSE,24.45,-0.08768656716417911,0.007058949256259228,-0.006134969325153339
A,2026-01-26,2349,TWSE,14.6,-0.08750000000000002,0.018432180236249127,-0.0273972602739726
A,2026-01-26,1506,TWSE,12.5,-0.0808823529411764,0.0200507663251394,0.020000000000000018
A,2026-01-27,2312,TWSE,26.15,-0.251788268955651,0.042834541716764825,-0.021032504780114647
A,2026-01-27,2404,TWSE,940.0,-0.12962962962962965,0.017901872541589925,0.01382978723404249
A,2026-01-27,1717,TWSE,61.2,-0.1244635193133048,0.058690769250669905,0.09967320261437895
A,2026-01-27,1541,TWSE,26.05,-0.11243611584327085,0.025924846977038514,-0.009596928982725572
A,2026-01-27,1528,TWSE,28.15,-0.11198738170347,0.04929286470843523,0.047957371225577416
A,2026-01-27,2329,TWSE,62.7,-0.10300429184549365,0.02394782026022564,-0.014354066985646008
A,2026-01-27,1587,TWSE,49.75,-0.09380692167577409,0.012959638905479005,-0.00703517587939706
A,2026-01-27,2349,TWSE,14.2,-0.0926517571884985,0.014238255101493198,-0.0035211267605632646
A,2026-01-28,2312,TWSE,25.6,-0.2414814814814814,0.06124793059492126,0.072265625
A,2026-01-28,1541,TWSE,25.8,-0.10104529616724733,0.008775533036318256,-0.011627906976744207
A,2026-01-28,2241,TWSE,32.7,-0.0865921787709496,0.010011913363429785,-0.007645259938837912
A,2026-01-28,1809,TWSE,25.95,-0.08626760563380276,0.0641887814114278,-0.061657032755298546
A,2026-01-28,2231,TWSE,97.5,-0.0714285714285714,0.02601247469893231,-0.029743589743589816
A,2026-01-28,1512,TWSE,8.24,-0.06681766704416758,0.009633563218656218,-0.01456310679611661
A,2026-01-28,1539,TWSE,19.15,-0.06585365853658542,0.015561353500090283,-0.02088772845952991
A,2026-01-28,2342,TWSE,35.35,-0.06481481481481466,0.04277136743557468,-0.04950495049504955
A,2026-01-29,2342,TWSE,33.6,-0.13735558408215665,0.027468657757140864,-0.02083333333333337
A,2026-01-29,2356,TWSE,45.05,-0.12011718750000011,0.018094787017813124,-0.0011098779134294245
A,2026-01-29,2375,TWSE,95.0,-0.09952606635071093,0.018545594236021094,-0.04210526315789476
A,2026-01-29,2312,TWSE,27.45,-0.09703947368421051,0.045761490981774094,-0.04007285974499086
A,2026-01-29,2399,TWSE,24.65,-0.0904059040590407,0.028664199314965683,-0.05679513184584173
A,2026-01-29,2059,TWSE,3205.0,-0.08034433285509324,0.018033559642185136,-0.020280811232449292
A,2026-01-29,1529,TWSE,24.7,-0.08007448789571703,0.016374981493266338,-0.030364372469635637
A,2026-01-29,2231,TWSE,94.6,-0.07707317073170739,0.018932109486315043,-0.022198731501057
A,2026-01-30,2399,TWSE,23.25,-0.13888888888888884,0.02225483803285139,-0.03010752688172036
A,2026-01-30,1514,TWSE,123.5,-0.1333333333333333,0.04178775040046674,-0.01619433198380571
A,2026-01-30,2059,TWSE,3140.0,-0.1204481792717087,0.017801447000918444,-0.023885350318471388
A,2026-01-30,1529,TWSE,23.95,-0.11623616236162371,0.016351927093983382,-0.022964509394572064
A,2026-01-30,2375,TWSE,91.0,-0.10784313725490191,0.02216006091065621,-0.06703296703296702
A,2026-01-30,2352,TWSE,25.2,-0.1063829787234043,0.013522252615165478,-0.009920634920634885
A,2026-01-30,2377,TWSE,90.2,-0.10248756218905475,0.01566963534509207,0.006651884700665134
A,2026-01-30,1773,TWSE,143.0,-0.09206349206349207,0.011778706205374528,-0.027972027972028024
A,2026-02-02,2399,TWSE,22.55,-0.16789667896678973,0.03603523442483596,0.026607538802660757
A,2026-02-02,2375,TWSE,84.9,-0.16764705882352937,0.028400870261850893,0.004711425206124664
A,2026-02-02,1419,TWSE,67.1,-0.15914786967418548,0.051860181414357866,0.049180327868852736
A,2026-02-02,1526,TWSE,19.65,-0.15665236051502152,0.05547412252168053,0.0865139949109417
A,2026-02-02,2329,TWSE,54.6,-0.15348837209302324,0.018249881147962093,-0.02197802197802201
A,2026-02-02,1587,TWSE,44.1,-0.138671875,0.02012694607565599,0.0022675736961450532
A,2026-02-02,1721,TWSE,17.0,-0.13705583756345174,0.010502732737054973,-0.01764705882352946
A,2026-02-02,1303,TWSE,70.6,-0.1358629130966953,0.04132204745733791,0.03399433427762055
A,2026-02-03,1455,TWSE,8.47,-0.1776699029126213,0.02725260726837708,0.03423848878394331
A,2026-02-03,2363,TWSE,50.5,-0.1652892561983471,0.021628395316110806,-0.007920792079207928
A,2026-02-03,2329,TWSE,53.4,-0.14832535885167475,0.018547816201950038,-0.013108614232209659
A,2026-02-03,2375,TWSE,85.3,-0.14700000000000002,0.02702117293951623,-0.01875732708089095
A,2026-02-03,1608,TWSE,34.0,-0.14141414141414144,0.035826737034432565,-0.0117647058823529
A,2026-02-03,1447,TWSE,5.41,-0.13990461049284575,0.013803925686158564,0.007393715341959428
A,2026-02-03,1471,TWSE,12.85,-0.12286689419795227,0.06433318692854487,0.0
A,2026-02-03,1789,TWSE,24.2,-0.12,0.028047916827985596,-0.02892561983471076
A,2026-02-05,2344,TWSE,102.5,-0.19291338582677164,0.03783709485064159,-0.04585365853658541
A,2026-02-05,1608,TWSE,33.6,-0.1713933415536374,0.030744184648803605,-0.029761904761904767
A,2026-02-05,1732,TWSE,27.9,-0.16467065868263475,0.032930533401352304,-0.007168458781361964
A,2026-02-05,2375,TWSE,83.7,-0.15454545454545454,0.0266776182304488,-0.031063321385902176
A,2026-02-05,1717,TWSE,57.0,-0.15304606240713226,0.03362187137864723,-0.050877192982456076
A,2026-02-05,1325,TWSE,30.35,-0.1522346368715083,0.0335607674897054,-0.011532125205930832
A,2026-02-05,2329,TWSE,52.7,-0.1472491909385112,0.018995212500010784,-0.04743833017077803
A,2026-02-05,2009,TWSE,44.5,-0.14423076923076927,0.04288948922867223,-0.046067415730337014
A,2026-02-06,2344,TWSE,97.8,-0.24769230769230777,0.07921003551016656,0.09918200408997957
A,2026-02-06,2009,TWSE,42.45,-0.22677595628415292,0.045255903560665514,0.0176678445229681
A,2026-02-06,1608,TWSE,32.6,-0.19506172839506164,0.03705016752306295,0.012269938650306678
A,2026-02-06,2374,TWSE,78.2,-0.17336152219873147,0.02859969921653777,-0.0012787723785167016
A,2026-02-06,2329,TWSE,50.2,-0.16887417218543044,0.03492297246139274,0.029880478087649376
A,2026-02-06,2049,TWSE,219.5,-0.1475728155339806,0.05839672889100626,0.07289293849658307
A,2026-02-06,2375,TWSE,81.1,-0.1463157894736843,0.03466699496001047,0.023427866831072786
A,2026-02-06,2365,TWSE,36.1,-0.14047619047619042,0.02942026059915022,-0.02908587257617745
A,2026-02-09,2344,TWSE,107.5,-0.16342412451361865,0.07108298501652159,-0.037209302325581395
A,2026-02-09,2009,TWSE,43.2,-0.13772455089820357,0.02647339799467549,0.01736111111111116
A,2026-02-09,1608,TWSE,33.0,-0.13499344692005244,0.025125605212763948,0.030303030303030276
A,2026-02-09,1717,TWSE,54.7,-0.11345218800648293,0.026633531007096298,0.01279707495429605
A,2026-02-09,2329,TWSE,51.7,-0.11015490533562822,0.028222527135187105,-0.023210831721470093
A,2026-02-09,2338,TWSE,34.75,-0.10897435897435892,0.031170875111388496,-0.02302158273381283
A,2026-02-09,1535,TWSE,46.5,-0.1074856046065259,0.008802048878696952,-0.032258064516129004
A,2026-02-09,2365,TWSE,35.05,-0.10128205128205137,0.01680712735467591,-0.005706134094151105
A,2026-02-10,2344,TWSE,103.5,-0.10775862068965514,0.06020040035835082,0.019323671497584627
A,2026-02-10,1535,TWSE,45.0,-0.1071428571428571,0.030719916295607847,0.04222222222222216
A,2026-02-10,2014,TWSE,18.1,-0.09273182957393478,0.020860241293714565,0.0027624309392264568
A,2026-02-10,2069,TWSE,18.55,-0.09068627450980382,0.012165395184255547,0.008086253369272267
A,2026-02-10,2338,TWSE,33.95,-0.08490566037735847,0.012995004950959493,-0.008836524300441906
A,2026-02-10,1795,TWSE,324.5,-0.08462623413258108,0.03884395132404811,-0.09861325115562403
A,2026-02-10,2038,TWSE,15.25,-0.0813253012048194,0.023482219251013386,0.022950819672131084
A,2026-02-10,2329,TWSE,50.5,-0.07509157509157516,0.028166785542733302,-0.005940594059405835
A,2026-02-11,1795,TWSE,292.5,-0.19198895027624308,0.03988796243372115,-0.02051282051282055
A,2026-02-11,1528,TWSE,22.3,-0.17712177121771222,0.0664346385581818,0.03139013452914785
A,2026-02-11,1471,TWSE,10.8,-0.15953307392996097,0.04791676626731666,0.03240740740740744
A,2026-02-11,2338,TWSE,33.65,-0.12483745123537071,0.0561287118660568,0.09955423476968805
A,2026-02-11,1735,TWSE,16.3,-0.11891891891891893,0.04999549016256805,0.07055214723926362
A,2026-02-11,1809,TWSE,23.5,-0.10984848484848475,0.040427346214512896,0.04893617021276597
A,2026-02-11,1789,TWSE,21.65,-0.10537190082644632,0.019731363906161082,0.011547344110854452
A,2026-02-11,1522,TWSE,44.4,-0.09387755102040818,0.03922671779210588,-0.009009009009009028
A,2026-02-23,1795,TWSE,286.5,-0.18142857142857138,0.042705179553910094,0.003490401396160525
A,2026-02-23,1471,TWSE,11.15,-0.13229571984435795,0.05071633390100868,0.013452914798206317
A,2026-02-23,1522,TWSE,44.0,-0.10204081632653061,0.03555199148374164,0.0
A,2026-02-23,1721,TWSE,17.8,-0.08717948717948709,0.0528105227900721,0.0814606741573034
A,2026-02-23,1789,TWSE,21.9,-0.06808510638297882,0.019010600812860684,-0.01826484018264829
A,2026-02-23,2324,TWSE,29.5,-0.057507987220447254,0.016551917900497683,0.005084745762711895
A,2026-02-23,1590,TWSE,1175.0,-0.05622489959839361,0.019507816839414622,0.008510638297872353
A,2026-02-23,1598,TWSE,19.35,-0.05378973105134466,0.009403179294423457,-0.0025839793281654533
A,2026-02-24,1795,TWSE,287.5,-0.13273001508295623,0.03968796720654187,-0.01043478260869568
A,2026-02-24,1471,TWSE,11.3,-0.08870967741935476,0.0718840150457048,0.09734513274336276
A,2026-02-24,1789,TWSE,21.5,-0.08119658119658113,0.024887714832187775,0.020930232558139528
A,2026-02-24,1589,TWSE,15.25,-0.06153846153846154,0.0631609073336049,-0.09836065573770492
A,2026-02-24,1522,TWSE,44.0,-0.05274488697524227,0.030307141371026667,-0.010227272727272751
A,2026-02-24,1528,TWSE,25.15,-0.052730696798493515,0.07426536330054428,-0.06759443339960236
A,2026-02-24,1256,TWSE,157.0,-0.048484848484848464,0.016604764096066198,-0.009554140127388533
A,2026-02-24,1445,TWSE,14.9,-0.04180064308681675,0.015602592968436775,0.020134228187919323
A,2026-02-25,1795,TWSE,284.5,-0.14820359281437123,0.039937360886013726,-0.02108963093145866
A,2026-02-25,1589,TWSE,13.75,-0.14596273291925477,0.06629633824638835,-0.09818181818181815
A,2026-02-25,1538,TWSE,23.8,-0.09160305343511443,0.02801692480580943,-0.027310924369748024
A,2026-02-25,1522,TWSE,43.55,-0.0841219768664564,0.03148187603755969,0.010332950631458226
A,2026-02-25,1598,TWSE,18.95,-0.057213930348258835,0.009083313266406986,0.0
A,2026-02-25,1231,TWSE,87.9,-0.05280172413793094,0.012973726635696918,-0.015927189988623525
A,2026-02-25,2049,TWSE,225.0,-0.04458598726114649,0.023161774950299148,0.022222222222222143
A,2026-02-25,1789,TWSE,21.95,-0.04148471615720517,0.019996907656671628,-0.02505694760820054
A,2026-02-26,1589,TWSE,12.4,-0.2321981424148606,0.05317079046738976,-0.09677419354838723
A,2026-02-26,1795,TWSE,278.5,-0.14175654853620956,0.0117547712175985,0.0017953321364452268
A,2026-02-26,1538,TWSE,23.15,-0.12641509433962272,0.028325223761335068,-0.00647948164146861
A,2026-02-26,1522,TWSE,44.0,-0.07853403141361259,0.00899903225847744,-0.010227272727272751
A,2026-02-26,1231,TWSE,86.5,-0.06788793103448276,0.007044074348340835,-0.008092485549133
A,2026-02-26,1563,TWSE,43.7,-0.06423982869379019,0.01617781377895947,-0.005720823798627039
A,2026-02-26,1598,TWSE,18.95,-0.054862842892768104,0.00860252580665594,-0.005277044854881119
A,2026-02-26,1587,TWSE,43.3,-0.05043859649122817,0.013112905186269815,0.0034642032332565798
A,2026-03-02,1589,TWSE,11.2,-0.32326283987915416,0.0006531634585154282,-0.0982142857142857
A,2026-03-02,1538,TWSE,23.0,-0.0980392156862745,0.029647813552555538,0.0
A,2026-03-02,1231,TWSE,85.8,-0.08235294117647063,0.00885051459862695,-0.004662004662004615
A,2026-03-02,1587,TWSE,43.45,-0.0645855758880517,0.016235975288688403,-0.04142692750287702
A,2026-03-02,1419,TWSE,67.4,-0.05865921787709483,0.014224141595495116,-0.017804154302670683
A,2026-03-02,2301,TWSE,169.0,-0.058495821727019504,0.05275873287585296,-0.023668639053254448
A,2026-03-02,2368,TWSE,787.0,-0.05066344993968641,0.02819862655730662,-0.026683608640406642
A,2026-03-02,1563,TWSE,43.45,-0.050273224043715814,0.024018259625294032,0.03222094361334871
A,2026-03-03,1589,TWSE,10.1,-0.4023668639053254,0.0011448675368052367,-0.09999999999999998
A,2026-03-03,2301,TWSE,165.0,-0.10569105691056913,0.03657866504290938,-0.05757575757575761
A,2026-03-03,1587,TWSE,41.65,-0.1014023732470335,0.026587520672831686,-0.0672268907563025
A,2026-03-03,1538,TWSE,23.0,-0.08730158730158732,0.029033998785352746,-0.05652173913043479
A,2026-03-03,1617,TWSE,15.0,-0.07975460122699396,0.018627675511426755,-0.020000000000000018
A,2026-03-03,1476,TWSE,405.0,-0.07428571428571429,0.014124272127933999,-0.041975308641975295
A,2026-03-03,1540,TWSE,22.9,-0.07287449392712553,0.015282746080722196,-0.04366812227074235
A,2026-03-03,1231,TWSE,85.4,-0.06971677559912848,0.011812375996774083,-0.031615925058548044
A,2026-03-04,1589,TWSE,9.09,-0.40393442622950826,0.0011885731616483426,-0.0990099009900991
A,2026-03-04,2301,TWSE,155.5,-0.19638242894056845,0.04952729393400843,0.03536977491961424
A,2026-03-04,2368,TWSE,709.0,-0.14885954381752697,0.04156830277614391,0.038081805359661436
A,2026-03-04,2374,TWSE,70.0,-0.14841849148418496,0.04384118997723747,0.040000000000000036
A,2026-03-04,2344,TWSE,104.0,-0.14754098360655743,0.07467914266059549,0.07692307692307687
A,2026-03-04,1538,TWSE,21.7,-0.1473477406679764,0.04069810706719474,-0.09907834101382484
A,2026-03-04,2327,TWSE,259.0,-0.13953488372093026,0.040411470491619,0.032818532818532864
A,2026-03-04,1587,TWSE,38.85,-0.13858093126385806,0.037734464708254825,0.029601029601029616
A,2026-03-05,1589,TWSE,8.19,-0.40436363636363637,0.0011936292547077183,-0.09890109890109888
A,2026-03-05,1538,TWSE,19.55,-0.1785714285714286,0.04584240852363963,-0.08951406649616367
A,2026-03-05,2301,TWSE,161.0,-0.16145833333333337,0.03350118179627407,-0.012422360248447228
A,2026-03-05,2349,TWSE,13.15,-0.14052287581699352,0.04418898652590801,0.011406844106463865
A,2026-03-05,1303,TWSE,82.4,-0.13171759747102207,0.041825957608936544,-0.0012135922330097637
A,2026-03-05,2368,TWSE,736.0,-0.12899408284023672,0.06221905805282219,0.07608695652173902
A,2026-03-05,2104,TWSE,11.95,-0.12773722627737227,0.05609741281450978,0.07531380753138084
A,2026-03-05,2239,TWSE,24.4,-0.12230215827338142,0.030239939833628392,0.020491803278688492
A,2026-03-06,1589,TWSE,7.38,-0.4048387096774194,0.0006391289963192825,-0.09891598915989153
A,2026-03-06,1538,TWSE,17.8,-0.2311015118790496,0.043539042508076595,-0.016853932584269704
A,2026-03-06,2316,TWSE,93.0,-0.17333333333333334,0.0538547884271258,-0.06559139784946233
A,2026-03-06,1466,TWSE,17.1,-0.1428571428571428,0.038119437163422865,-0.01754385964912286
A,2026-03-06,1590,TWSE,1040.0,-0.13692946058091282,0.02224206055369509,-0.06826923076923075
A,2026-03-06,2344,TWSE,106.5,-0.1306122448979592,0.06769315961394848,-0.05164319248826288
A,2026-03-06,1435,TWSE,20.8,-0.12970711297071125,0.03490021753303204,-0.07211538461538458
A,2026-03-06,1504,TWSE,72.3,-0.1278648974668276,0.041394514244186005,-0.048409405255878335
A,2026-03-09,1538,TWSE,17.5,-0.23913043478260865,0.07838107012008223,0.0942857142857143
A,2026-03-09,2402,TWSE,47.2,-0.22622950819672127,0.06413076255015686,0.05826271186440679
A,2026-03-09,1590,TWSE,969.0,-0.22168674698795177,0.03148664756260118,0.0010319917440659854
A,2026-03-09,1802,TWSE,53.2,-0.20833333333333337,0.06414153823033815,-0.022556390977443663
A,2026-03-09,2337,TWSE,92.3,-0.20431034482758625,0.07470596887801942,-0.01733477789815807
A,2026-03-09,2344,TWSE,101.0,-0.1887550200803213,0.06724619370041088,0.044554455445544594
A,2026-03-09,2313,TWSE,183.0,-0.18485523385300673,0.05349684304542005,0.04371584699453557
A,2026-03-09,2316,TWSE,86.9,-0.1840375586854459,0.05951194110933352,0.06214039125431525
A,2026-03-10,1802,TWSE,52.0,-0.18367346938775508,0.077318875456464,0.10000000000000009
A,2026-03-10,1590,TWSE,970.0,-0.18143459915611815,0.05178906461392349,0.0670103092783505
A,2026-03-10,1538,TWSE,19.15,-0.16739130434782612,0.07865532101925522,-0.06005221932114879
A,2026-03-10,2313,TWSE,191.0,-0.1492204899777283,0.06524889443790897,0.0680628272251309
A,2026-03-10,1809,TWSE,23.7,-0.13345521023766005,0.04320918692377211,0.05485232067510548
A,2026-03-10,2367,TWSE,63.1,-0.12845303867403324,0.07064338986959344,0.09667194928684619
A,2026-03-10,1435,TWSE,19.6,-0.12304250559284113,0.04187324930046805,0.025510204081632626
A,2026-03-10,1721,TWSE,16.05,-0.12295081967213117,0.04315041996300887,0.05607476635514019
A,2026-03-11,1538,TWSE,18.0,-0.17050691244239624,0.06994283421414586,-0.02777777777777779
A,2026-03-11,2314,TWSE,17.55,-0.09302325581395354,0.02508445500003649,-0.008547008547008628
A,2026-03-11,1590,TWSE,1035.0,-0.06334841628959276,0.05186740612461848,-0.004830917874396157
A,2026-03-11,1477,TWSE,288.5,-0.05872756933115819,0.022159226126271865,0.0017331022530329143
A,2026-03-11,2115,TWSE,22.7,-0.05809128630705407,0.015350419965469715,-0.0066079295154184425
A,2026-03-11,1583,TWSE,44.7,-0.04589114194236921,0.025158820601877296,-0.030201342281879207
A,2026-03-11,1435,TWSE,20.1,-0.0451306413301662,0.039187454386697726,-0.02487562189054726
A,2026-03-11,1442,TWSE,26.05,-0.04051565377532218,0.036607239438551424,-0.01151631477927062
A,2026-03-12,1538,TWSE,17.5,-0.1048593350383632,0.058362074379092625,0.008571428571428452
A,2026-03-12,2314,TWSE,17.4,-0.10077519379844979,0.02583248314804406,-0.03735632183908033
A,2026-03-12,1802,TWSE,55.0,-0.09090909090909094,0.07800085978250339,0.049090909090909074
A,2026-03-12,1342,TWSE,88.7,-0.08932238193018482,0.03531330063351709,0.0033821871476888976
A,2026-03-12,1435,TWSE,19.6,-0.0862470862470861,0.03901318048770159,-0.028061224489795977
A,2026-03-12,1526,TWSE,17.4,-0.08421052631578951,0.022808460146957914,0.0
A,2026-03-12,1536,TWSE,52.0,-0.07637655417406741,0.03460950077843141,0.009615384615384581
A,2026-03-12,2231,TWSE,82.3,-0.07631874298540964,0.05192258511792717,-0.00243013365735123
A,2026-03-13,1522,TWSE,36.7,-0.12410501193317414,0.04497480518567063,-0.05177111716621263
A,2026-03-13,2314,TWSE,16.75,-0.12073490813648302,0.05316333205873722,0.09850746268656718
A,2026-03-13,1795,TWSE,237.0,-0.11567164179104472,0.05561463590144013,-0.01898734177215189
A,2026-03-13,2258,TWSE,32.25,-0.09916201117318424,0.0244310412008976,-0.010852713178294615
A,2026-03-13,1714,TWSE,9.23,-0.09509803921568616,0.038404742026838704,0.01625135427952329
A,2026-03-13,2101,TWSE,31.9,-0.09246088193456614,0.0059039668402853795,-0.00783699059561127
A,2026-03-13,1616,TWSE,25.5,-0.09090909090909094,0.03208276645780281,-0.027450980392156876
A,2026-03-13,1603,TWSE,34.45,-0.08982826948480838,0.03493546775324979,-0.005805515239477588
A,2026-03-16,1522,TWSE,34.8,-0.1375464684014871,0.04410616329977357,0.00287356321839094
A,2026-03-16,1314,TWSE,8.69,-0.11416921508664635,0.032880276599541,-0.020713463751438455
A,2026-03-16,2404,TWSE,964.0,-0.09906542056074763,0.03843888525826381,-0.036307053941908696
A,2026-03-16,1225,TWSE,31.4,-0.08321167883211678,0.024725226253457334,-0.01273885350318471
A,2026-03-16,1795,TWSE,232.5,-0.08284023668639051,0.05744092217592411,0.03010752688172036
A,2026-03-16,1616,TWSE,24.8,-0.07116104868913853,0.025607912408024607,0.01814516129032251
A,2026-03-16,1342,TWSE,88.2,-0.06863780359028515,0.034842073195858726,0.0
A,2026-03-16,1470,TWSE,21.25,-0.06798245614035092,0.041265928734999485,0.05647058823529405
A,2026-03-17,1522,TWSE,34.9,-0.1414514145141451,0.037011152971392826,-0.01862464183381085
A,2026-03-17,2404,TWSE,929.0,-0.10673076923076918,0.024732127382670725,0.009687836383207804
A,2026-03-17,1616,TWSE,25.25,-0.08679927667269438,0.016757857177014408,-0.011881188118811892
A,2026-03-17,1538,TWSE,17.6,-0.0809399477806787,0.01632899082545169,-0.022727272727272818
A,2026-03-17,1795,TWSE,239.5,-0.07350096711798837,0.05108159762843938,0.03340292275574108
A,2026-03-17,1342,TWSE,88.2,-0.07060063224446789,0.03371200794978094,0.00340136054421758
A,2026-03-17,1402,TWSE,27.05,-0.054195804195804165,0.009078781436796109,-0.007393715341959317
A,2026-03-17,2258,TWSE,32.05,-0.05037037037037051,0.018130295708990787,-0.0031201248049921304
A,2026-03-18,1522,TWSE,34.25,-0.17170495767835559,0.038261918124140835,-0.011678832116788329
A,2026-03-18,2404,TWSE,938.0,-0.13548387096774195,0.024261245835534663,-0.024520255863539453
A,2026-03-18,1795,TWSE,247.5,-0.09340659340659341,0.061288207311486556,-0.09696969696969693
A,2026-03-18,1256,TWSE,156.0,-0.08771929824561409,0.016999175801089134,0.0
A,2026-03-18,1342,TWSE,88.5,-0.07716371220020857,0.010195984119981544,-0.02033898305084747
A,2026-03-18,1435,TWSE,18.6,-0.07462686567164178,0.016592330011079084,-0.0026881720430107503
A,2026-03-18,2258,TWSE,31.95,-0.07391304347826089,0.01762344458645738,-0.03912363067292646
A,2026-03-18,1233,TWSE,30.5,-0.06727828746177378,0.00584231331506489,-0.013114754098360604
A,2026-03-19,1522,TWSE,33.85,-0.1631644004944376,0.020964041565273036,-0.005908419497784423
A,2026-03-19,2404,TWSE,915.0,-0.14084507042253525,0.02769040931807154,0.016393442622950838
A,2026-03-19,1795,TWSE,223.5,-0.1353965183752418,0.054289505783948346,-0.04250559284116329
A,2026-03-19,1603,TWSE,33.8,-0.0864864864864866,0.00958846758488548,0.0014792899408284654
A,2026-03-19,2258,TWSE,30.7,-0.0725075528700907,0.018519894619990807,0.006514657980456029
A,2026-03-19,1712,TWSE,43.75,-0.07013815090329434,0.031148741050775433,0.01828571428571424
A,2026-03-19,1587,TWSE,35.5,-0.06208718626155885,0.02091288396927413,0.0
A,2026-03-19,1616,TWSE,24.25,-0.061895551257253434,0.01874095100266078,-0.012371134020618624
A,2026-03-20,1727,TWSE,53.4,-0.12171052631578949,0.01231165100817683,-0.02434456928838946
A,2026-03-20,1795,TWSE,214.0,-0.09704641350210974,0.055075256533963134,-0.03971962616822433
A,2026-03-20,1522,TWSE,33.65,-0.08310626702997281,0.01567619816218101,-0.03863298662704295
A,2026-03-20,1414,TWSE,18.25,-0.08060453400503786,0.011348216885843481,-0.0273972602739726
A,2026-03-20,1529,TWSE,26.55,-0.07972270363951472,0.019747897760261212,-0.02259887005649719
A,2026-03-20,2404,TWSE,930.0,-0.07920792079207917,0.02249741941722226,-0.016129032258064502
A,2026-03-20,2239,TWSE,22.7,-0.06584362139917699,0.0216363444798874,-0.02643171806167388
