stock_id,strategy_lane,entry_type,entry_note,timing_score,close,ma5,ma10,ma20,ma60,atr20_pct,mom5,mom20,volume_ratio20,ma_compression,near_20d_high,pullback_to_ma20,reversal_signal,breakout_signal,trigger_event_score_v26662,trigger_event_reason_v26662,trigger_event_label_v26662,trigger_action_hint_v26662,trigger_adjusted_score_v26662,trigger_rank_v26662,trigger_patch_version,trigger_updated_at,first_trigger_score_v26663,first_trigger_reason_v26663,first_trigger_label_v26663,first_trigger_rank_v26663,turn_event_score_v26664_1,turn_event_label_v26664_1,turn_event_reason_v26664_1,turn_first_rank_v26664_1
3034,CORE,BREAK,突破型：可分批追，但避免開盤急拉直接追,65,498.0,436.8,426.95,415.5,392.01,0.0294,0.2073,0.2952,4.0407,0.0329,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,504,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,499,-55,AVOID_CHASE,過熱扣分｜風險文字,496
4722,CORE,BREAK,突破型：可分批追，但避免開盤急拉直接追,65,236.5,201.3,192.95,186.35,178.3,0.0569,0.303,0.4077,3.3124,0.0456,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,505,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,500,-55,AVOID_CHASE,過熱扣分｜風險文字,497
6278,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,201.0,178.7,164.45,146.55,113.6,0.0691,0.2681,1.152,2.2804,0.1245,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,510,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,511,-55,AVOID_CHASE,過熱扣分｜風險文字,498
6426,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,262.0,231.3,227.85,218.95,171.2,0.0855,0.2158,0.5145,1.5292,0.0406,False,False,False,False,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,511,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,512,-55,AVOID_CHASE,過熱扣分｜風險文字,499
8016,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,273.0,246.1,237.0,222.75,204.16,0.0386,0.2325,0.4072,3.6879,0.0689,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,513,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,509,-55,AVOID_CHASE,過熱扣分｜風險文字,500
3528,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,91.0,83.94,80.17,75.24,69.42,0.0321,0.1563,0.4087,3.014,0.0749,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,509,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,510,-55,AVOID_CHASE,過熱扣分｜風險文字,501
2395,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,476.5,408.2,384.25,368.43,339.07,0.0362,0.2984,0.4775,2.6792,0.0583,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,496,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,508,-55,AVOID_CHASE,過熱扣分｜風險文字,502
2351,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,183.0,162.7,157.0,141.93,107.7,0.0617,0.2491,0.6789,1.2522,0.098,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,495,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,507,-55,AVOID_CHASE,過熱扣分｜風險文字,503
2301,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,204.0,183.4,177.15,168.7,165.06,0.0505,0.1826,0.4316,2.7967,0.0567,False,False,False,False,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,493,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,505,-55,AVOID_CHASE,過熱扣分｜風險文字,504
2327,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,389.0,348.4,328.1,317.02,282.95,0.0504,0.1914,0.5195,1.9814,0.0546,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,494,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,506,-55,AVOID_CHASE,過熱扣分｜風險文字,505
6834,CORE,BREAK,突破型：可分批追，但避免開盤急拉直接追,65,48.1,41.4,38.69,37.51,32.81,0.0529,0.2675,0.5392,4.2731,0.0527,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,507,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,502,-55,AVOID_CHASE,過熱扣分｜風險文字,506
6695,CORE,BREAK,突破型：可分批追，但避免開盤急拉直接追,65,52.9,48.67,45.79,42.84,41.68,0.0505,0.2778,0.3885,3.3027,0.083,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,506,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,501,-55,AVOID_CHASE,過熱扣分｜風險文字,507
2417,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,50.4,48.77,44.56,42.68,38.43,0.0446,0.2923,0.3404,1.9084,0.0792,False,False,False,False,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,497,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,492,-55,AVOID_CHASE,過熱扣分｜風險文字,508
2451,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,312.5,280.2,269.75,258.55,244.16,0.0621,0.195,0.3383,2.1244,0.0526,False,False,False,False,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,498,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,493,-55,AVOID_CHASE,過熱扣分｜風險文字,509
2464,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,122.0,115.4,105.08,90.01,77.37,0.0586,0.1455,0.8541,2.6978,0.1658,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,499,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,494,-55,AVOID_CHASE,過熱扣分｜風險文字,510
2472,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,221.5,192.2,183.35,176.22,136.77,0.0559,0.2657,0.7305,1.8613,0.0521,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,500,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,495,-55,AVOID_CHASE,過熱扣分｜風險文字,511
3026,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,330.0,260.9,244.4,230.85,154.76,0.0723,0.4103,1.1711,2.2457,0.0661,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,501,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,496,-55,AVOID_CHASE,過熱扣分｜風險文字,512
6669,ALPHA,WAIT,ALPHA 時機未明，先觀察,25,5200.0,4892.0,4738.5,4249.5,3935.83,0.0433,0.0833,0.5317,1.6188,0.1088,True,False,False,True,-12.0,遠離MA20過熱扣分,過熱/風險事件,避免追高，等回檔不破再評估。,-12.0,512,v266.62,2026-05-09 00:25:51,-20.0,乖離過大,NONE,513,-55,AVOID_CHASE,過熱扣分｜風險文字,513
