engine,signal_date,trade_date,symbol,market,signal_close,mom_5d,std_5d,trade_ret,weight_engine,weight_portfolio,wret,capital_after_trade,cash_mode
B,2026-01-16,2026-01-19,1464,TWSE,11.85,0.0627802690582959,0.0078101990566649,0.0042194092827005,0.2395126628884052,0.0209573580027354,8.842767089762157e-05,101152.98893828593,True
B,2026-01-16,2026-01-19,1709,TWSE,17.25,0.0207100591715976,0.0039540572490321,-0.0028985507246377,0.2008639968508669,0.0175755997244508,-5.094376731724987e-05,101152.98893828593,True
B,2026-01-16,2026-01-19,1783,TWSE,46.6,0.0390189520624302,0.0053339355522429,0.0128755364806867,0.2904532735372985,0.0254146614345136,0.0003272274004443,101152.98893828593,True
B,2026-01-16,2026-01-19,2302,TWSE,19.1,0.0790960451977402,0.0087629515863748,0.0732984293193717,0.2691700667234291,0.0235523808383,0.001726352522179,101152.98893828593,True
B,2026-01-19,2026-01-20,1409,TWSE,15.75,0.0570469798657717,0.0083221580144618,-0.019047619047619,0.1952830361011543,0.017087265658851,-0.0003254717268352,100786.74908384544,True
B,2026-01-19,2026-01-20,1720,TWSE,61.4,0.0284757118927971,0.0053499347312092,-0.009771986970684,0.1831516008766358,0.0160257650767056,-0.0001566035675248,100786.74908384544,True
B,2026-01-19,2026-01-20,1783,TWSE,47.2,0.0407938257993385,0.0056594181724415,-0.0158898305084745,0.3175268989757828,0.0277836036603809,-0.000441476753078,100786.74908384544,True
B,2026-01-19,2026-01-20,2241,TWSE,37.3,0.0890510948905107,0.0096624152677086,-0.0227882037533511,0.304038464046427,0.0266033656040623,-0.0006062429159102,100786.74908384544,True
B,2026-01-20,2026-01-21,1474,TWSE,10.45,0.0346534653465346,0.0044761161118452,-0.0047846889952152,0.3669508853421001,0.0321082024674337,-0.000153627763002,100981.00400028584,True
B,2026-01-20,2026-01-21,1618,TWSE,45.4,0.0939759036144578,0.0089420410324958,0.0308370044052863,0.3384868651803036,0.0296176007032765,0.0009133180833609,100981.00400028584,True
B,2026-01-20,2026-01-21,1806,TWSE,9.26,0.0498866213151927,0.0075549353532921,-0.0140388768898487,0.1581592780232665,0.0138389368270358,-0.0001942831304011,100981.00400028584,True
B,2026-01-20,2026-01-21,1809,TWSE,27.5,0.4322916666666667,0.0334849452155963,0.0327272727272727,0.1364029714543298,0.0119352600022538,0.0003906085091646,100981.00400028584,True
B,2026-01-21,2026-01-22,1474,TWSE,10.4,0.0146341463414634,0.004305604567046,-0.0048076923076924,0.0185683407426989,0.0016247298149861,-7.811201033587438e-06,99429.21843622148,True
B,2026-01-21,2026-01-22,1618,TWSE,46.8,0.0973036342321218,0.0098410945859632,0.0534188034188034,0.0687493834577454,0.0060155710525527,0.0003213446075081,99429.21843622148,True
B,2026-01-21,2026-01-22,1802,TWSE,54.0,0.5629522431259046,0.0135264257567139,-0.0518518518518518,0.8862064118206725,0.0775430610343088,-0.00402075131289,99429.21843622148,True
B,2026-01-21,2026-01-22,1809,TWSE,28.4,0.4199999999999999,0.0358588600813008,-0.0739436619718308,0.0264758639788829,0.0023166380981522,-0.0001713007044408,99429.21843622148,True
B,2026-01-22,2026-01-23,1529,TWSE,26.85,0.2665094339622642,0.0151088989498638,0.0093109869646181,0.5118274074942835,0.0447848981557498,0.0004169916029399,98946.47448012327,True
B,2026-01-22,2026-01-23,1618,TWSE,49.3,0.1518691588785046,0.0146283465071963,0.0162271805273834,0.183126109554515,0.01602353458602,0.0002600167884141,98946.47448012327,True
B,2026-01-22,2026-01-23,2342,TWSE,38.95,0.1661676646706589,0.0141841535188697,-0.0872913992297819,0.2404803368651229,0.0210420294756982,-0.001836788195568,98946.47448012327,True
B,2026-01-22,2026-01-23,2351,TWSE,88.9,0.1697368421052631,0.0223005070502187,-0.048368953880765,0.0645661460860785,0.0056495377825318,-0.0002732622324509,98946.47448012327,True
B,2026-01-23,2026-01-26,1529,TWSE,27.1,0.2152466367713004,0.0227636185652569,-0.022140221402214,0.1182313799691338,0.0103452457472992,-0.0002290460313055,98701.94306389196,True
B,2026-01-23,2026-01-26,1615,TWSE,50.1,0.0276923076923076,0.003970719760455,-0.0049900199600798,0.3687179019655677,0.0322628164219871,-0.0001609920979141,98701.94306389196,True
B,2026-01-23,2026-01-26,1618,TWSE,50.1,0.1464530892448512,0.0154001910956126,-0.027944111776447,0.1767675840981724,0.01546716360859,-0.000432216148743,98701.94306389196,True
B,2026-01-23,2026-01-26,1712,TWSE,46.35,0.0186813186813186,0.0031494243066752,0.006472491909385,0.3362831339671259,0.0294247742221235,0.0001904516130881,98701.94306389196,True
B,2026-01-26,2026-01-27,1217,TWSE,10.75,0.0141509433962263,0.0042141106843878,-0.0046511627906977,0.1174724453557797,0.0102788389686307,-4.78085533424695e-05,98825.01854815795,True
B,2026-01-26,2026-01-27,1712,TWSE,46.65,0.0230263157894736,0.0032149363150327,-0.0117899249732046,0.7005106302363664,0.061294680145682,-0.0007226596801741,98825.01854815795,True
B,2026-01-26,2026-01-27,2107,TWSE,25.35,0.0180722891566267,0.0057225100654452,0.0019723865877709,0.0765155590310368,0.0066951114152157,1.3205347959003958e-05,98825.01854815795,True
B,2026-01-26,2026-01-27,2236,TWSE,114.0,0.0316742081447964,0.0074738700302578,0.0043859649122806,0.1055013653768169,0.0092313694704714,4.048846258978634e-05,98825.01854815795,True
B,2026-01-27,2026-01-28,1231,TWSE,95.2,0.0138445154419595,0.0017748461027849,-0.0073529411764706,0.6018555794468248,0.0526623632015971,-0.0003872232588352,97786.22332164337,True
B,2026-01-27,2026-01-28,1720,TWSE,62.4,0.0263157894736842,0.0036999905647176,-0.0080128205128204,0.240021537672138,0.021001884546312,-0.0001682843313005,97786.22332164337,True
B,2026-01-27,2026-01-28,1734,TWSE,31.15,0.0113636363636362,0.0033431156766115,0.0048154093097914,0.0606735858177014,0.0053089387590488,2.556471312543642e-05,97786.22332164337,True
B,2026-01-27,2026-01-28,1817,TWSE,38.95,0.0103761348897537,0.0026868115733338,-0.0051347881899872,0.0974492970633356,0.0085268134930418,-4.378338122229533e-05,97786.22332164337,True
B,2026-01-28,2026-01-29,1795,TWSE,346.0,0.138157894736842,0.0142311778019365,0.0289017341040462,0.1207323605152732,0.0105640815450864,0.0003053202758695,96898.67812571736,True
B,2026-01-28,2026-01-29,2027,TWSE,38.7,0.0825174825174825,0.0118669826780169,0.0387596899224806,0.0742789589862168,0.0064994089112939,0.0002519150740811,96898.67812571736,True
B,2026-01-28,2026-01-29,2236,TWSE,116.0,0.045045045045045,0.0070261675918842,-0.0129310344827586,0.1066432214803848,0.0093312818795336,-0.0001206631277525,96898.67812571736,True
B,2026-01-28,2026-01-29,2368,TWSE,720.0,0.2080536912751678,0.010415779372102,-0.0388888888888888,0.6983454590181251,0.0611052276640859,-0.0023763144091588,96898.67812571736,True
B,2026-01-29,2026-01-30,1339,TWSE,43.95,0.0126728110599079,0.0028585133121879,-0.0284414106939704,0.1628337066653278,0.0142479493332161,-0.0004052317785328,96827.24370860444,True
B,2026-01-29,2026-01-30,1795,TWSE,356.0,0.1337579617834394,0.0138761690980396,0.0140449438202248,0.1585805581321946,0.013875798836567,0.0001948848151203,96827.24370860444,True
B,2026-01-29,2026-01-30,2027,TWSE,40.2,0.1213389121338912,0.0127032075464263,-0.0223880597014927,0.1700902472114278,0.0148828966309999,-0.0003331991783059,96827.24370860444,True
B,2026-01-29,2026-01-30,2102,TWSE,20.2,0.0253807106598984,0.0031072761038704,0.0049504950495049,0.5084954879910497,0.0444933551992168,0.0002202641346495,96827.24370860444,True
B,2026-01-30,2026-02-02,1795,TWSE,361.0,0.1211180124223603,0.014792664600489,-0.018005540166205,0.067783900471955,0.005931091291296,-0.0001067925024748,95764.92945290172,True
B,2026-01-30,2026-02-02,2008,TWSE,30.1,0.0379310344827585,0.0050657373811611,-0.026578073089701,0.1655424993970677,0.0144849686972434,-0.0003849825567373,95764.92945290172,True
B,2026-01-30,2026-02-02,2102,TWSE,20.3,0.0278481012658227,0.002795402490183,-0.0123152709359606,0.5310141260253594,0.0464637360272189,-0.0005722134978721,95764.92945290172,True
B,2026-01-30,2026-02-02,2206,TWSE,59.8,0.0135593220338983,0.0022681910138921,-0.0050167224080267,0.2356594741056177,0.0206202039842415,-0.0001034458393858,95764.92945290172,True
B,2026-02-02,2026-02-03,1220,TWSE,12.85,0.0158102766798418,0.0075194757816288,0.0,0.1736519103145412,0.0151945421525223,0.0,95638.05308336033,True
B,2026-02-02,2026-02-03,1456,TWSE,13.15,0.0154440154440156,0.0068820514307902,-0.0038022813688213,0.2161374466431419,0.0189120265812749,-7.190884631663527e-05,95638.05308336033,True
B,2026-02-02,2026-02-03,1463,TWSE,17.75,0.0319767441860465,0.0086979829182181,0.0028169014084507,0.4589614163228949,0.0401591239282533,0.0001131242927556,95638.05308336033,True
B,2026-02-02,2026-02-03,1590,TWSE,1170.0,0.1641791044776119,0.0374773337868704,0.0042735042735042,0.1512492267194219,0.0132343073379494,5.655686896559559e-05,95638.05308336033,True
B,2026-02-03,2026-02-05,1463,TWSE,17.8,0.0289017341040462,0.0088457576472166,-0.002808988764045,0.5475440539665177,0.0479101047220703,-0.0001345789458485,95672.4888546116,True
B,2026-02-03,2026-02-05,1590,TWSE,1175.0,0.146341463414634,0.0392842098388817,0.0595744680851064,0.1602718349806807,0.0140237855608095,0.0008354595653248,95672.4888546116,True
B,2026-02-03,2026-02-05,1795,TWSE,362.0,0.0492753623188406,0.0182527071879294,-0.0331491712707182,0.1811566338787001,0.0158512054643862,-0.0005254543247862,95672.4888546116,True
B,2026-02-03,2026-02-05,2014,TWSE,19.45,0.1611940298507461,0.0473530520680382,-0.0282776349614396,0.1110274771741015,0.0097149042527338,-0.0002747145161441,95672.4888546116,True
B,2026-02-05,2026-02-06,1445,TWSE,15.8,0.11660777385159,0.0297695846065422,-0.0158227848101265,0.1447353394549921,0.0126643422023118,-0.0002003851614289,95607.00767830014,True
B,2026-02-05,2026-02-06,1466,TWSE,15.15,0.0448275862068965,0.0111436010746257,0.0990099009900988,0.4078043607128647,0.0356828815623756,0.0035329585705322,95607.00767830014,True
B,2026-02-05,2026-02-06,1590,TWSE,1245.0,0.2146341463414633,0.0375609495283159,-0.0401606425702811,0.2441326423668715,0.0213616062071012,-0.0008578958316104,95607.00767830014,True
B,2026-02-05,2026-02-06,2206,TWSE,60.6,0.0167785234899329,0.0072987686169815,0.0016501650165017,0.2033276574652716,0.0177911700282112,2.935836638318826e-05,95607.00767830014,True
B,2026-02-06,2026-02-09,1216,TWSE,74.2,0.0248618784530385,0.010034215463295,-0.013477088948787,0.1385446305822934,0.0121226551759506,-0.0001633781021017,96198.25421287806,True
B,2026-02-06,2026-02-09,1463,TWSE,18.0,0.0344827586206897,0.0084360370644545,0.0027777777777777,0.4484981234241184,0.0392435857996103,0.0001090099605544,96198.25421287806,True
B,2026-02-06,2026-02-09,1472,TWSE,90.0,0.0321100917431191,0.0097792210981902,0.0133333333333334,0.2496562150452817,0.0218449188164621,0.0002912655842194,96198.25421287806,True
B,2026-02-06,2026-02-09,2206,TWSE,60.7,0.016750418760469,0.0073003690784218,0.0032948929159801,0.1633010309483065,0.0142888402079768,4.70801983788355e-05,96198.25421287806,True
B,2026-02-09,2026-02-10,1342,TWSE,102.0,0.0932475884244372,0.0134503497534685,0.0049019607843137,0.2639252879902076,0.0527850575980415,0.0002587502823433,96750.12276906226,False
B,2026-02-09,2026-02-10,1463,TWSE,18.05,0.0343839541547279,0.0084473733839704,0.0,0.1448615164114846,0.0289723032822969,0.0,96750.12276906226,False
B,2026-02-09,2026-02-10,1472,TWSE,91.2,0.0494821634062139,0.0083397882997244,-0.0065789473684211,0.3117731698554156,0.0623546339710831,-0.0004102278550729,96750.12276906226,False
B,2026-02-09,2026-02-10,1476,TWSE,424.0,0.0680100755667505,0.0106927184629501,0.0117924528301887,0.2794400257428921,0.0558880051485784,0.0006590566644879,96750.12276906226,False
B,2026-02-10,2026-02-11,1232,TWSE,148.0,0.0206896551724138,0.0044425707164816,0.010135135135135,0.1255835486888575,0.0251167097377715,0.0002545612473422,96445.06406258156,False
B,2026-02-10,2026-02-11,1310,TWSE,9.02,0.0192090395480226,0.0044102659429571,-0.0011086474501108,0.1106486853327204,0.0221297370665441,-2.4534076570447803e-05,96445.06406258156,False
B,2026-02-10,2026-02-11,1476,TWSE,429.0,0.0833333333333332,0.0064932374190282,-0.0069930069930069,0.6525038029330709,0.1305007605866141,-0.0009125927313749,96445.06406258156,False
B,2026-02-10,2026-02-11,2385,TWSE,120.0,0.0344827586206897,0.006502189499334,-0.0041666666666666,0.111263963045351,0.0222527926090702,-9.27199692044589e-05,96445.06406258156,False
B,2026-02-11,2026-02-23,1232,TWSE,149.5,0.0274914089347078,0.005143944556151,0.0100334448160535,0.2625710017950682,0.0525142003590136,0.0005268983313613,97865.55215529136,False
B,2026-02-11,2026-02-23,1310,TWSE,9.01,0.0203850509626273,0.0040268589259692,0.002219755826859,0.300930280055385,0.060186056011077,0.0001335983485262,97865.55215529136,False
B,2026-02-11,2026-02-23,1476,TWSE,426.0,0.047970479704797,0.0096503087151114,0.0269953051643192,0.1210782744120842,0.0242156548824168,0.0006537089933046,97865.55215529136,False
B,2026-02-11,2026-02-23,2106,TWSE,19.8,0.0285714285714286,0.0049648395961177,0.0277777777777779,0.3154204437374625,0.0630840887474925,0.0017523357985414,97865.55215529136,False
B,2026-02-23,2026-02-24,1232,TWSE,151.0,0.030716723549488,0.0055414410552404,0.0033112582781456,0.0596140403531636,0.0119228080706327,3.947949692262382e-05,98379.9739556614,False
B,2026-02-23,2026-02-24,1315,TWSE,65.4,0.021875,0.0041602172587342,0.0,0.0714520912590088,0.0142904182518017,0.0,98379.9739556614,False
B,2026-02-23,2026-02-24,1733,TWSE,30.8,0.0249584026622295,0.0020412322398981,-0.0097402597402597,0.7874497447941748,0.1574899489588349,-0.0015339930093392,98379.9739556614,False
B,2026-02-23,2026-02-24,2208,TWSE,23.95,0.1404761904761904,0.0137572988745379,0.0146137787056368,0.0814841235936525,0.0162968247187305,0.000238158190044,98379.9739556614,False
B,2026-02-24,2026-02-25,1225,TWSE,29.15,0.0336879432624113,0.0023358221595513,0.0085763293310463,0.5284008491384701,0.105680169827694,0.0009063479402032,98552.18982311014,False
B,2026-02-24,2026-02-25,2009,TWSE,46.55,0.0965842167255592,0.0063004219739694,-0.0042964554242749,0.2213286312363697,0.0442657262472739,-0.0001901857196445,98552.18982311014,False
B,2026-02-24,2026-02-25,2107,TWSE,25.6,0.0364372469635627,0.0036193153359327,0.00390625,0.1661674198983312,0.0332334839796662,0.0001298182967955,98552.18982311014,False
B,2026-02-24,2026-02-25,2317,TWSE,232.0,0.0790697674418605,0.0076122734517867,0.0625,0.0841030997268289,0.0168206199453657,0.0010512887465853,98552.18982311014,False
B,2026-02-25,2026-02-26,1101,TWSE,26.55,0.0452755905511812,0.0046590241425274,-0.0056497175141243,0.1503398160392343,0.0300679632078468,-0.0001698754983494,99196.75267908498,False
B,2026-02-25,2026-02-26,1225,TWSE,29.4,0.0352112676056337,0.0024948292916999,0.0102040816326531,0.592203846310529,0.1184407692621058,0.0012085792781847,99196.75267908498,False
B,2026-02-25,2026-02-26,1315,TWSE,65.6,0.0249999999999999,0.0033643531214973,-0.0045731707317072,0.1217323036664552,0.024346460733291,-0.0001113405216461,99196.75267908498,False
B,2026-02-25,2026-02-26,2107,TWSE,25.7,0.0321285140562248,0.0038351736846302,0.0058365758754863,0.1357240339837812,0.0271448067967562,0.0001584327244946,99196.75267908498,False
B,2026-02-26,2026-03-02,1225,TWSE,29.7,0.0348432055749128,0.0023665199377218,0.0976430976430977,0.6073711527396106,0.1214742305479221,0.0118611201545109,103374.06267109532,False
B,2026-02-26,2026-03-02,2013,TWSE,43.45,0.0495169082125603,0.0045984912046049,-0.0069044879171462,0.1671897638503196,0.0334379527700639,-0.000230871940875,103374.06267109532,False
B,2026-02-26,2026-03-02,2102,TWSE,20.85,0.0747422680412372,0.0069509579972703,0.0095923261390886,0.1102928534810385,0.0220585706962077,0.0002115930042801,103374.06267109532,False
B,2026-02-26,2026-03-02,2107,TWSE,25.85,0.0298804780876493,0.0037184162664531,-0.0077369439071567,0.1151462299290312,0.0230292459858062,-0.0001781759844162,103374.06267109532,False
B,2026-03-02,2026-03-03,2102,TWSE,21.05,0.0658227848101267,0.0069137635264483,-0.002375296912114,3.784333198928386e-07,7.568666397856773e-08,-1.797782992365035e-10,103068.15531938252,False
B,2026-03-02,2026-03-03,2109,TWSE,15.15,0.0133779264214046,0.0027949225385439,-0.0099009900990099,2.366183530077462e-07,4.732367060154924e-08,-4.685511940747454e-10,103068.15531938252,False
B,2026-03-02,2026-03-03,2338,TWSE,54.1,0.6077265973254087,0.0002200884093631,-0.0036968576709797,0.9999992348386408,0.1999998469677281,-0.0007393709684574,103068.15531938252,False
B,2026-03-02,2026-03-03,2360,TWSE,1515.0,0.4428571428571428,0.0335351089911267,-0.0792079207920791,1.501096862545904e-07,3.0021937250918084e-08,-2.37797522779549e-09,103068.15531938252,False
