start_date,end_date,initial_capital,final_nav,total_return,trading_days,nonzero_ret_days,avg_holdings,avg_exposure,cash_days,sharpe,mdd
2026-01-19,2026-04-09,100000.0,112003.01712063389,0.12003017120633896,48,48,12.0,0.6124999999999999,20,2.071425012568319,-0.0688705027527523
