start_date,end_date,initial_capital,final_nav,total_return,trading_days,nonzero_ret_days,avg_holdings,avg_exposure,sharpe,mdd
2026-01-09,2026-04-09,97000.0,363153.80956580833,2.7438537068640034,54,49,18.14814814814815,0.9074074074074076,19.879284590620447,-0.023711612467013587
