start_date,end_date,initial_capital,final_nav,total_return,trading_days,nonzero_ret_days,avg_holdings,avg_exposure,cash_days,ann_return,sharpe,mdd,trade_rows,symbols
2026-01-09,2026-04-09,100000.0,91363.49048299772,-0.08636509517002289,53,47,10.867924528301886,0.3849056603773587,45,-0.3491435538737966,-2.5986304495117456,-0.10876971716295081,576,127
