window_start,window_end,old_positions_rows,snapshot_rows,new_window_rows,final_positions_rows,final_unique_trade_dates,final_unique_trade_symbol_pairs,nav_unique_dates,nav_last_date
2026-02-23,2026-04-09,610006,973,44758,44758,46,44758,4032,2026-04-09
