mode,engines,window_name,start_date,end_date,trading_days,nonzero_ret_days,avg_holdings,avg_gross_exposure,cash_days,initial_nav,final_nav,total_return,ann_return,sharpe,mdd,pass_sharpe_gt_1,pass_mdd_gt_-0.15
B_only,B,full_sample,2026-01-19,2026-04-09,48,48,4.0,0.15312499999999982,48,100209.10638262038,103199.87690686405,0.029845296821870315,0.1669518781403896,2.939401312401006,-0.01118998464996035,True,True
B_only,B,last_60d,2026-01-19,2026-04-09,48,48,4.0,0.15312499999999982,48,100209.10638262038,103199.87690686405,0.029845296821870315,0.1669518781403896,2.939401312401006,-0.01118998464996035,True,True
