window_name,start_date,end_date,trading_days,nonzero_ret_days,avg_holdings,avg_gross_exposure,cash_days,initial_nav,final_nav,total_return,ann_return,sharpe,mdd,pass_sharpe_gt_1,pass_mdd_gt_-0.15
full_sample,2026-01-19,2026-04-09,48,48,9.604166666666666,0.6124999999999994,20,100000.0,112003.01712063409,0.12003017120634096,0.8132431245773992,2.049734100573615,-0.0688705027527523,True,True
last_60d,2026-01-19,2026-04-09,48,48,9.604166666666666,0.6124999999999994,20,100000.0,112003.01712063409,0.12003017120634096,0.8132431245773992,2.049734100573615,-0.0688705027527523,True,True
