date,symbol,close,mom_5d,ret_1d,weight,wret
2026-01-21,2367,40.8,0.1757925072046107,0.08366533864541825,0.05,0.004183266932270913
2026-01-21,1529,25.6,0.17431192660550465,0.06666666666666665,0.05,0.0033333333333333327
2026-01-21,1539,20.5,0.16809116809116809,-0.007263922518159771,0.05,-0.00036319612590798855
2026-01-21,1303,73.7,0.16246056782334395,-0.035340314136125706,0.05,-0.0017670157068062854
2026-01-21,2363,56.9,0.15065722952477234,0.09845559845559859,0.05,0.00492277992277993
2026-01-21,1721,19.6,0.14956011730205288,-0.05995203836930452,0.05,-0.002997601918465226
2026-01-21,1524,34.5,0.14808652246256226,-0.0014471780028942893,0.05,-7.235890014471446e-05
2026-01-21,1445,14.1,0.14634146341463405,0.040590405904058935,0.05,0.0020295202952029467
2026-01-21,1617,16.8,0.14285714285714302,-0.020408163265306034,0.05,-0.0010204081632653017
2026-01-21,2302,21.35,0.1417112299465242,0.06483790523690769,0.05,0.0032418952618453846
2026-01-21,2351,86.0,0.13756613756613767,0.027479091995221028,0.05,0.0013739545997610515
2026-01-21,1513,177.5,0.1305732484076434,0.0056657223796034994,0.05,0.000283286118980175
2026-01-21,2312,33.75,0.11386138613861374,-0.03433476394849788,0.05,-0.0017167381974248941
2026-01-22,1514,140.5,0.35096153846153855,0.007168458781362075,0.05,0.0003584229390681038
2026-01-22,1802,51.2,0.34736842105263155,-0.051851851851851816,0.05,-0.002592592592592591
2026-01-22,1526,22.2,0.3058823529411765,-0.05732484076433131,0.05,-0.0028662420382165655
2026-01-22,1809,26.3,0.27053140096618367,-0.07394366197183089,0.05,-0.0036971830985915444
2026-01-22,1529,26.85,0.26650943396226423,0.048828125,0.05,0.00244140625
2026-01-22,1513,184.0,0.2185430463576159,0.036619718309859106,0.05,0.0018309859154929554
2026-01-22,1445,14.6,0.18699186991869898,0.03546099290780136,0.05,0.001773049645390068
2026-01-22,2337,73.4,0.18578352180936997,0.0013642564802183177,0.05,6.821282401091589e-05
2026-01-22,1609,47.3,0.17955112219451363,0.09999999999999987,0.05,0.004999999999999994
2026-01-22,2351,88.9,0.16973684210526319,0.03372093023255829,0.05,0.0016860465116279146
2026-01-22,2342,38.95,0.1661676646706589,0.030423280423280685,0.05,0.0015211640211640343
2026-01-22,2356,51.2,0.1596828992072481,0.09989258861439332,0.05,0.004994629430719666
2026-01-22,1541,26.85,0.15732758620689657,-0.06445993031358876,0.05,-0.0032229965156794385
2026-01-22,1618,49.3,0.1518691588785046,0.05341880341880345,0.05,0.0026709401709401727
2026-01-22,1471,11.05,0.1333333333333333,0.09950248756218905,0.05,0.004975124378109453
2026-01-22,2363,55.1,0.12909836065573788,-0.03163444639718804,0.05,-0.0015817223198594022
2026-01-22,1539,20.15,0.12885154061624626,-0.017073170731707332,0.05,-0.0008536585365853666
2026-01-22,1524,34.7,0.12297734627831725,0.005797101449275477,0.05,0.00028985507246377385
2026-01-22,2302,20.9,0.11764705882352944,-0.021077283372365474,0.05,-0.0010538641686182737
2026-01-22,1303,77.8,0.11621233859397417,0.05563093622795101,0.05,0.002781546811397551
2026-01-23,1514,142.5,0.25,0.014234875444839812,0.05,0.0007117437722419907
2026-01-23,1471,12.15,0.23979591836734682,0.09954751131221706,0.05,0.004977375565610853
2026-01-23,1529,27.1,0.2152466367713004,0.009310986964618184,0.05,0.0004655493482309092
2026-01-23,2313,171.0,0.204225352112676,0.09967845659163976,0.05,0.004983922829581988
2026-01-23,2367,44.1,0.203274215552524,0.09975062344139651,0.05,0.004987531172069826
2026-01-23,1802,49.8,0.19138755980861255,-0.02734375000000011,0.05,-0.0013671875000000056
2026-01-23,1445,14.25,0.15853658536585358,-0.023972602739726012,0.05,-0.0011986301369863008
2026-01-23,1513,184.0,0.1499999999999999,0.0,0.05,0.0
2026-01-23,1618,50.1,0.14645308924485123,0.016227180527383478,0.05,0.000811359026369174
2026-01-23,1526,21.2,0.1336898395721926,-0.04504504504504503,0.05,-0.0022522522522522514
2026-01-23,2355,39.35,0.13074712643678166,0.09916201117318457,0.05,0.004958100558659229
2026-01-23,2352,28.2,0.12350597609561742,0.09941520467836251,0.05,0.004970760233918126
2026-01-23,1809,25.25,0.10989010989010994,-0.03992395437262364,0.05,-0.001996197718631182
2026-01-23,2383,1800.0,0.10769230769230775,0.0843373493975903,0.05,0.0042168674698795155
2026-01-23,2302,21.15,0.10732984293193693,0.011961722488038173,0.05,0.0005980861244019088
2026-01-23,2351,84.6,0.09302325581395343,-0.04836895388076501,0.05,-0.0024184476940382507
2026-01-23,2356,48.0,0.08229988726042836,-0.0625,0.05,-0.003125
2026-01-23,2324,33.35,0.08103727714748787,0.007552870090634434,0.05,0.00037764350453172173
2026-01-23,2363,53.5,0.08080808080808088,-0.029038112522686066,0.05,-0.0014519056261343033
2026-01-23,1603,42.7,0.07828282828282829,0.020310633213858953,0.05,0.0010155316606929477
2026-01-26,1471,13.35,0.31527093596059097,0.09876543209876543,0.05,0.0049382716049382715
2026-01-26,2367,48.5,0.30727762803234504,0.09977324263038545,0.05,0.0049886621315192725
2026-01-26,2313,177.0,0.23344947735191646,0.03508771929824572,0.05,0.0017543859649122862
2026-01-26,1445,14.6,0.18218623481781382,0.024561403508772006,0.05,0.0012280701754386004
2026-01-26,1529,26.5,0.15973741794310725,-0.022140221402214055,0.05,-0.0011070110701107028
2026-01-26,1514,139.0,0.15833333333333344,-0.024561403508771895,0.05,-0.0012280701754385948
2026-01-26,1526,23.3,0.13381995133819946,0.09905660377358494,0.05,0.004952830188679248
2026-01-26,2351,88.7,0.13282247765006394,0.0484633569739954,0.05,0.00242316784869977
2026-01-26,1513,181.0,0.12772585669781922,-0.016304347826086918,0.05,-0.0008152173913043459
2026-01-26,1802,51.8,0.1273122959738846,0.04016064257028118,0.05,0.002008032128514059
2026-01-26,2355,39.5,0.11581920903954801,0.003811944091486552,0.05,0.00019059720457432762
2026-01-26,2365,40.7,0.11202185792349728,0.053040103492884905,0.05,0.0026520051746442455
2026-01-26,1809,27.75,0.1100000000000001,0.0990099009900991,0.05,0.004950495049504955
2026-01-26,2374,89.4,0.1091811414392061,0.07451923076923084,0.05,0.003725961538461542
2026-01-26,2383,1740.0,0.10126582278481022,-0.033333333333333326,0.05,-0.0016666666666666663
2026-01-26,1618,48.7,0.09192825112107617,-0.027944111776447067,0.05,-0.0013972055888223534
2026-01-26,2049,246.5,0.07173913043478253,0.0670995670995671,0.05,0.0033549783549783555
2026-01-26,1603,42.7,0.07017543859649145,0.0,0.05,0.0
2026-01-26,2360,1015.0,0.06842105263157894,-0.009756097560975618,0.05,-0.0004878048780487809
2026-01-26,2368,666.0,0.06730769230769229,0.030959752321981338,0.05,0.001547987616099067
2026-01-27,1471,14.65,0.4504950495049507,0.09737827715355807,0.05,0.004868913857677903
2026-01-27,2367,50.1,0.33067729083665354,0.03298969072164959,0.05,0.0016494845360824795
2026-01-27,1455,10.3,0.2842892768079801,0.06404958677685957,0.05,0.0032024793388429787
2026-01-27,2363,60.5,0.16795366795366795,0.1,0.05,0.005000000000000001
2026-01-27,2313,169.0,0.14189189189189189,-0.04519774011299438,0.05,-0.002259887005649719
2026-01-27,1325,32.55,0.13020833333333326,0.09966216216216206,0.05,0.004983108108108103
2026-01-27,2383,1820.0,0.12693498452012375,0.04597701149425282,0.05,0.002298850574712641
2026-01-27,1732,30.4,0.11355311355311337,0.09945750452079571,0.05,0.004972875226039786
2026-01-27,2374,89.3,0.10246913580246919,-0.0011185682326623203,0.05,-5.592841163311602e-05
2026-01-27,1795,345.0,0.09872611464968162,0.040723981900452566,0.05,0.0020361990950226285
2026-01-27,2049,256.5,0.09850107066381164,0.04056795131845847,0.05,0.002028397565922924
2026-01-27,1453,13.3,0.094650205761317,0.09917355371900838,0.05,0.00495867768595042
2026-01-27,2368,686.0,0.0888888888888888,0.03003003003003002,0.05,0.001501501501501501
2026-01-27,2365,39.3,0.08115543328748265,-0.03439803439803457,0.05,-0.0017199017199017287
2026-01-27,1582,72.5,0.07726597325408613,0.03276353276353272,0.05,0.0016381766381766362
2026-01-27,2351,89.6,0.07048984468339303,0.01014656144306647,0.05,0.0005073280721533236
2026-01-27,1304,12.3,0.06956521739130439,-0.012048192771084265,0.05,-0.0006024096385542133
2026-01-27,1313,11.35,0.06572769953051627,0.031818181818181746,0.05,0.0015909090909090873
2026-01-27,1309,12.5,0.06382978723404253,-0.027237354085603127,0.05,-0.0013618677042801564
2026-01-27,1445,14.4,0.0627306273062731,-0.013698630136986245,0.05,-0.0006849315068493123
2026-01-28,1471,13.9,0.3830845771144278,-0.05119453924914674,0.05,-0.0025597269624573374
2026-01-28,1325,35.8,0.24090121317157687,0.09984639016897079,0.05,0.00499231950844854
2026-01-28,1732,33.4,0.2279411764705883,0.09868421052631571,0.05,0.004934210526315786
2026-01-28,2367,49.9,0.2230392156862746,-0.003992015968063978,0.05,-0.0001996007984031989
2026-01-28,2313,176.0,0.2179930795847751,0.041420118343195256,0.05,0.002071005917159763
2026-01-28,2383,1900.0,0.21794871794871784,0.04395604395604402,0.05,0.0021978021978022013
2026-01-28,2368,720.0,0.20805369127516782,0.04956268221574334,0.05,0.002478134110787167
2026-01-28,2344,127.0,0.2037914691943128,0.09956709956709964,0.05,0.004978354978354982
2026-01-28,2337,83.8,0.14324693042291958,0.09973753280839892,0.05,0.004986876640419947
2026-01-28,2365,41.6,0.13972602739726026,0.058524173027989956,0.05,0.002926208651399498
2026-01-28,1795,346.0,0.13815789473684204,0.0028985507246377384,0.05,0.00014492753623188693
2026-01-28,2049,259.5,0.12095032397408212,0.011695906432748648,0.05,0.0005847953216374324
2026-01-28,2351,96.2,0.11860465116279073,0.07366071428571441,0.05,0.0036830357142857207
2026-01-28,2374,91.1,0.10424242424242425,0.02015677491601342,0.05,0.001007838745800671
2026-01-28,1304,12.5,0.10132158590308382,0.016260162601625883,0.05,0.0008130081300812942
2026-01-28,1626,12.0,0.09589041095890427,0.09589041095890427,0.05,0.0047945205479452135
2026-01-28,1313,11.45,0.09569377990430628,0.008810572687224738,0.05,0.0004405286343612369
2026-01-28,1303,80.5,0.09226594301221169,0.011306532663316604,0.05,0.0005653266331658302
2026-01-28,2388,56.7,0.08829174664107486,0.02717391304347827,0.05,0.0013586956521739137
2026-01-28,2359,141.5,0.08429118773946365,0.040441176470588314,0.05,0.002022058823529416
2026-01-29,2367,50.4,0.2568578553615959,0.01002004008016022,0.05,0.000501002004008011
2026-01-29,2337,92.1,0.25476839237057214,0.0990453460620524,0.05,0.00495226730310262
2026-01-29,2344,130.0,0.2440191387559809,0.023622047244094446,0.05,0.0011811023622047224
2026-01-29,2014,18.75,0.15384615384615374,0.0997067448680351,0.05,0.004985337243401756
2026-01-29,1471,12.7,0.1493212669683257,-0.08633093525179869,0.05,-0.004316546762589935
2026-01-29,1453,14.0,0.14754098360655754,0.0980392156862746,0.05,0.004901960784313731
2026-01-29,2028,20.45,0.14565826330532206,0.09946236559139776,0.05,0.004973118279569888
2026-01-29,2313,178.0,0.144694533762058,0.011363636363636465,0.05,0.0005681818181818232
2026-01-29,2365,42.0,0.1428571428571428,0.009615384615384581,0.05,0.00048076923076922906
2026-01-29,2009,54.9,0.1354705274043433,0.05576923076923079,0.05,0.00278846153846154
2026-01-29,1795,356.0,0.13375796178343946,0.028901734104046284,0.05,0.0014450867052023142
2026-01-29,2027,40.2,0.12133891213389125,0.03875968992248069,0.05,0.0019379844961240345
2026-01-29,1325,32.25,0.1101549053356281,-0.09916201117318424,0.05,-0.004958100558659213
2026-01-29,2368,692.0,0.10543130990415328,-0.03888888888888886,0.05,-0.001944444444444443
2026-01-29,2049,257.5,0.10278372591006435,-0.0077071290944122905,0.05,-0.00038535645472061457
2026-01-29,1732,30.1,0.10054844606946989,-0.09880239520958078,0.05,-0.00494011976047904
2026-01-29,2374,94.6,0.0974477958236657,0.03841931942919863,0.05,0.0019209659714599316
2026-01-29,1313,11.35,0.09661835748792269,-0.008733624454148492,0.05,-0.0004366812227074246
2026-01-29,2069,20.75,0.0949868073878628,0.022167487684729092,0.05,0.0011083743842364546
2026-01-29,2032,17.4,0.09433962264150941,0.04819277108433728,0.05,0.002409638554216864
2026-01-30,2337,92.8,0.33910533910533913,0.007600434310532034,0.05,0.0003800217155266017
2026-01-30,2344,128.5,0.24757281553398047,-0.011538461538461497,0.05,-0.0005769230769230749
2026-01-30,2014,19.75,0.19696969696969702,0.05333333333333323,0.05,0.002666666666666662
2026-01-30,2367,51.8,0.17460317460317443,0.02777777777777768,0.05,0.001388888888888884
2026-01-30,1795,361.0,0.12111801242236031,0.014044943820224809,0.05,0.0007022471910112405
2026-01-30,1590,1140.0,0.11764705882352944,0.09615384615384626,0.05,0.004807692307692313
2026-01-30,2038,16.55,0.11073825503355716,0.04746835443037978,0.05,0.002373417721518989
2026-01-30,2032,17.95,0.10802469135802473,0.031609195402298784,0.05,0.0015804597701149393
2026-01-30,2028,20.1,0.10136986301369877,-0.017114914425427785,0.05,-0.0008557457212713893
2026-01-30,1453,13.2,0.08641975308641969,-0.05714285714285716,0.05,-0.0028571428571428584
2026-01-30,2368,701.0,0.08513931888544901,0.013005780346820872,0.05,0.0006502890173410436
2026-01-30,2002,20.75,0.08355091383812008,0.0024154589371980784,0.05,0.00012077294685990392
2026-01-30,2027,39.3,0.0826446280991735,-0.022388059701492713,0.05,-0.0011194029850746356
2026-01-30,2049,250.0,0.08225108225108224,-0.029126213592232997,0.05,-0.0014563106796116499
2026-01-30,2034,22.55,0.06872037914691931,0.008948545861297452,0.05,0.00044742729306487263
2026-01-30,1313,11.15,0.06698564593301448,-0.017621145374449254,0.05,-0.0008810572687224628
2026-01-30,2069,20.7,0.06153846153846154,-0.002409638554216942,0.05,-0.0001204819277108471
2026-01-30,1626,11.6,0.05936073059360725,-0.0042918454935623185,0.05,-0.00021459227467811594
2026-01-30,2023,15.55,0.057823129251700855,0.013029315960912058,0.05,0.000651465798045603
2026-01-30,2033,16.85,0.056426332288401326,0.01812688821752273,0.05,0.0009063444108761365
2026-02-02,2014,19.95,0.1700879765395893,0.010126582278481067,0.05,0.0005063291139240534
2026-02-02,1590,1170.0,0.16417910447761197,0.026315789473684292,0.05,0.0013157894736842146
2026-02-02,2337,84.8,0.11286089238845132,-0.08620689655172409,0.05,-0.004310344827586204
2026-02-02,1453,13.4,0.1074380165289257,0.015151515151515138,0.05,0.0007575757575757569
2026-02-02,2038,16.6,0.09210526315789491,0.0030211480362538623,0.05,0.00015105740181269313
2026-02-02,2002,21.1,0.07379134860050907,0.01686746987951815,0.05,0.0008433734939759075
2026-02-02,1795,354.5,0.06938159879336347,-0.018005540166205036,0.05,-0.0009002770083102519
2026-02-02,2028,19.65,0.06793478260869557,-0.022388059701492713,0.05,-0.0011194029850746356
2026-02-02,2368,706.0,0.06006006006006004,0.007132667617689048,0.05,0.0003566333808844524
2026-02-02,1325,30.85,0.042229729729729826,0.02321724709784423,0.05,0.0011608623548922115
2026-02-02,2353,27.2,0.040152963671128195,0.08366533864541825,0.05,0.004183266932270913
2026-02-02,2069,20.4,0.032911392405063244,-0.01449275362318847,0.05,-0.0007246376811594236
2026-02-02,2032,17.3,0.032835820895522394,-0.0362116991643453,0.05,-0.0018105849582172651
2026-02-02,1463,17.75,0.03197674418604657,0.017191977077363862,0.05,0.0008595988538681932
2026-02-02,2027,38.5,0.026666666666666616,-0.020356234096692072,0.05,-0.0010178117048346036
2026-02-02,2344,116.0,0.026548672566371723,-0.09727626459143968,0.05,-0.0048638132295719845
2026-02-02,2383,1785.0,0.02586206896551735,0.022922636103151817,0.05,0.0011461318051575909
2026-02-02,1732,28.2,0.019891500904159143,0.010752688172043001,0.05,0.0005376344086021501
2026-02-02,1414,19.65,0.018134715025906578,-0.005063291139240533,0.05,-0.0002531645569620267
2026-02-02,1466,14.65,0.01736111111111116,0.0,0.05,0.0
2026-02-03,2014,19.45,0.16119402985074616,-0.02506265664160401,0.05,-0.0012531328320802004
2026-02-03,1590,1175.0,0.14634146341463405,0.004273504273504258,0.05,0.00021367521367521292
2026-02-03,1735,18.5,0.11445783132530107,0.09792284866468837,0.05,0.004896142433234419
2026-02-03,2337,84.5,0.10892388451443558,-0.003537735849056589,0.05,-0.00017688679245282947
2026-02-03,2368,755.0,0.10058309037900881,0.06940509915014159,0.05,0.0034702549575070796
2026-02-03,1445,15.55,0.07986111111111116,0.07241379310344831,0.05,0.0036206896551724157
2026-02-03,2367,54.1,0.07984031936127733,0.09959349593495936,0.05,0.004979674796747969
2026-02-03,2038,16.0,0.07744107744107742,-0.03614457831325313,0.05,-0.0018072289156626565
2026-02-03,2313,181.5,0.07396449704142016,0.05523255813953498,0.05,0.0027616279069767494
2026-02-03,2002,20.65,0.06718346253229956,-0.021327014218009643,0.05,-0.0010663507109004821
2026-02-03,2028,19.25,0.05769230769230771,-0.020356234096692072,0.05,-0.0010178117048346036
2026-02-03,2355,39.8,0.05710491367861881,0.07567567567567557,0.05,0.0037837837837837785
2026-02-03,1795,362.0,0.049275362318840665,0.021156558533145242,0.05,0.001057827926657262
2026-02-03,1463,17.8,0.028901734104046284,0.0028169014084507005,0.05,0.00014084507042253503
2026-02-03,2032,16.8,0.02752293577981657,-0.028901734104046284,0.05,-0.0014450867052023142
2026-02-03,2345,1185.0,0.025974025974025983,0.03947368421052633,0.05,0.0019736842105263163
2026-02-03,2034,21.9,0.025761124121779666,-0.00454545454545463,0.05,-0.00022727272727273153
2026-02-03,2353,26.2,0.021442495126705596,-0.03676470588235292,0.05,-0.0018382352941176462
2026-02-03,1442,29.5,0.02076124567474058,0.0,0.05,0.0
2026-02-03,2383,1855.0,0.019230769230769162,0.03921568627450989,0.05,0.0019607843137254945
2026-02-05,1590,1245.0,0.21463414634146338,0.05957446808510647,0.05,0.0029787234042553236
2026-02-05,2367,57.6,0.15430861723446898,0.06469500924214411,0.05,0.0032347504621072056
2026-02-05,1445,15.8,0.11660777385159005,0.016077170418006492,0.05,0.0008038585209003247
2026-02-05,2014,18.9,0.10850439882697938,-0.028277634961439646,0.05,-0.0014138817480719825
2026-02-05,2355,40.1,0.07795698924731176,0.007537688442211143,0.05,0.0003768844221105572
2026-02-05,1735,17.55,0.07339449541284404,-0.05135135135135127,0.05,-0.002567567567567564
2026-02-05,2002,20.95,0.06887755102040805,0.014527845036319542,0.05,0.0007263922518159771
2026-02-05,2368,760.0,0.05555555555555558,0.0066225165562914245,0.05,0.00033112582781457127
2026-02-05,2353,26.85,0.050880626223092085,0.024809160305343525,0.05,0.0012404580152671763
2026-02-05,2337,87.9,0.04892601431980914,0.04023668639053257,0.05,0.002011834319526629
2026-02-05,2038,15.7,0.046666666666666634,-0.018750000000000044,0.05,-0.0009375000000000022
2026-02-05,1466,15.15,0.04482758620689653,0.027118644067796627,0.05,0.0013559322033898315
2026-02-05,1256,164.0,0.041269841269841345,0.03797468354430378,0.05,0.001898734177215189
2026-02-05,1442,29.95,0.03812824956672434,0.015254237288135464,0.05,0.0007627118644067733
2026-02-05,2029,21.8,0.028301886792452935,0.028301886792452935,0.05,0.0014150943396226468
2026-02-05,1721,19.5,0.026315789473684292,0.1,0.05,0.005000000000000001
2026-02-05,2383,1950.0,0.026315789473684292,0.05121293800539073,0.05,0.0025606469002695366
2026-02-05,1477,319.0,0.025723472668810254,0.012698412698412653,0.05,0.0006349206349206328
2026-02-05,1342,96.9,0.02539682539682553,0.029755579171094615,0.05,0.0014877789585547307
2026-02-05,1472,89.6,0.02400000000000002,0.022831050228310446,0.05,0.0011415525114155222
2026-02-06,1590,1195.0,0.14903846153846145,-0.04016064257028118,0.05,-0.002008032128514059
2026-02-06,1466,16.65,0.13651877133105783,0.09900990099009888,0.05,0.0049504950495049445
2026-02-06,2368,745.0,0.07658959537572252,-0.019736842105263164,0.05,-0.0009868421052631581
2026-02-06,1445,15.55,0.0761245674740485,-0.015822784810126556,0.05,-0.0007911392405063278
2026-02-06,2383,1925.0,0.07541899441340782,-0.012820512820512775,0.05,-0.0006410256410256387
2026-02-06,2367,53.5,0.06150793650793651,-0.07118055555555558,0.05,-0.003559027777777779
2026-02-06,1342,100.0,0.0604453870625663,0.03199174406604732,0.05,0.0015995872033023662
2026-02-06,2393,58.8,0.03703703703703698,0.035211267605633756,0.05,0.0017605633802816878
2026-02-06,1463,18.0,0.034482758620689724,0.014084507042253502,0.05,0.0007042253521126751
2026-02-06,2353,26.55,0.0330739299610896,-0.011173184357541888,0.05,-0.0005586592178770944
2026-02-06,1472,90.0,0.032110091743119185,0.0044642857142858094,0.05,0.00022321428571429048
2026-02-06,1476,417.0,0.027093596059113212,0.009685230024213176,0.05,0.00048426150121065885
2026-02-06,1216,74.2,0.024861878453038555,0.012278308321964637,0.05,0.0006139154160982319
2026-02-06,2385,119.5,0.02136752136752129,0.004201680672268893,0.05,0.00021008403361344463
2026-02-06,2345,1190.0,0.017094017094017033,0.057777777777777706,0.05,0.0028888888888888853
2026-02-06,2206,60.7,0.01675041876046901,0.0016501650165017256,0.05,8.250825082508629e-05
2026-02-06,1477,318.0,0.015974440894568787,-0.0031347962382445305,0.05,-0.00015673981191222653
2026-02-06,1414,19.6,0.015544041450777257,0.023498694516971508,0.05,0.0011749347258485756
2026-02-06,1256,165.0,0.01538461538461533,0.0060975609756097615,0.05,0.0003048780487804881
2026-02-06,1712,46.5,0.015283842794759916,-0.0010741138560687036,0.05,-5.370569280343518e-05
2026-02-09,2383,2080.0,0.1919770773638969,0.08051948051948044,0.05,0.004025974025974022
2026-02-09,1466,17.25,0.1774744027303754,0.03603603603603611,0.05,0.0018018018018018057
