trade_date,daily_ret,holdings,gross_exposure,nav,cum_return,drawdown
2026-01-19,0.0020910638262036717,4,0.0874999999999998,100209.10638262038,0.0020910638262037207,0.0
2026-01-20,-0.0015297949633482,4,0.0874999999999998,100055.80699639462,0.0005580699639462505,-0.0015297949633481522
2026-01-21,0.0009560156991223999,4,0.0874999999999998,100151.46191867154,0.0015146191867154712,-0.0005752417722271197
2026-01-22,-0.0038785186108562875,4,0.08749999999999981,99763.02260971551,-0.002369773902844874,-0.004451529297164081
2026-01-23,-0.0014330420366648999,4,0.0874999999999998,99620.05800461104,-0.003799419953889549,-0.005878192105218671
2026-01-26,-0.0006318026648745,4,0.0874999999999998,99557.11778648877,-0.004428822135112309,-0.006506280912656481
2026-01-27,-0.0007167744229677793,4,0.0874999999999998,99485.75779083502,-0.005142422091649834,-0.007218391799877488
2026-01-28,-0.0005737262582325589,4,0.0874999999999997,99428.68019927025,-0.005713198007297415,-0.007787976677192221
2026-01-29,-0.0019397421869607001,4,0.0874999999999998,99235.81419369389,-0.007641858063061058,-0.009712612197241288
2026-01-30,-0.0003232820070689,4,0.0874999999999998,99203.73304050825,-0.007962669594917537,-0.010032754291545043
2026-02-02,-0.00116743439647,4,0.0874999999999998,99087.91919029852,-0.009120808097014765,-0.011188476105563838
2026-02-03,9.777231540456034e-05,4,0.0874999999999999,99097.60724558638,-0.009023927544136279,-0.011091797713373985
2026-02-05,-9.9288221454e-05,4,0.0874999999999998,99087.76802041261,-0.009122319795873968,-0.01118998464996035
2026-02-06,0.0025040359438760883,4,0.0874999999999998,99335.8873531342,-0.0066411264686579985,-0.008713968829858976
2026-02-09,0.0002839776410509355,4,0.0874999999999998,99364.09652409644,-0.006359034759035542,-0.008432465761120556
2026-02-10,0.0005075790917583,4,0.1999999999999999,99414.53166196354,-0.005854683380364545,-0.007929166812674415
2026-02-11,-0.0007752855298076068,4,0.19999999999999993,99337.4570141134,-0.006625429858865939,-0.008698304974188886
2026-02-23,0.0030665414717335002,4,0.1999999999999999,99642.07944574373,-0.0035792055425627467,-0.005658437215392498
2026-02-24,-0.0012563553223725763,4,0.1999999999999998,99516.8935888998,-0.004831064111002092,-0.006907683530053221
2026-02-25,0.0018972692639394999,4,0.1999999999999998,99705.70393234874,-0.0029429606765125627,-0.005023520001760429
2026-02-26,0.0010857959826838,4,0.1999999999999998,99813.96398512916,-0.0018603601487083843,-0.003943178536913394
2026-03-02,0.0116636652334998,4,0.1999999999999999,100978.1606466803,0.009781606466803039,0.0
2026-03-03,-0.0007393739947621211,4,0.19999999999999993,100903.50002065924,0.009035000206592425,-0.0007393739947620936
2026-03-04,-0.0029192312415296,4,0.1999999999999999,100608.93937101925,0.006089393710192459,-0.0036564468326270028
2026-03-05,0.0005174247574706522,4,0.0874999999999998,100660.99692707267,0.006609969270726657,-0.0031409140112720335
2026-03-06,0.011531391068106439,4,0.1999999999999998,101821.75824794422,0.018217582479442163,0.0
2026-03-09,-0.0063236351656018,4,0.1999999999999999,101177.87459686412,0.011778745968641147,-0.006323635165601749
2026-03-10,-0.0010951671942210784,4,0.0874999999999998,101067.0679078246,0.010670679078246037,-0.007411876922041372
2026-03-11,0.0044676435548547,4,0.0874999999999998,101518.59954237106,0.015185995423710574,-0.0029773469913468853
2026-03-12,-0.001414550560731905,4,0.1999999999999999,101374.99635046367,0.013749963504636753,-0.004387685944222786
2026-03-13,-2.5137367408399874e-05,4,0.1999999999999998,101372.44804993439,0.013724480499343938,-0.004412713016757386
2026-03-16,0.0034257650170154003,4,0.1999999999999997,101719.72623615306,0.01719726236153063,-0.0010020649176250007
2026-03-17,0.004771753026221,4,0.19999999999999982,102205.10764764682,0.02205107647646809,0.0
2026-03-18,0.0024382076888189,4,0.1999999999999998,102454.30492694987,0.024543049269498685,0.0
2026-03-19,-0.0013229995305421068,4,0.1999999999999999,102318.7579296295,0.023187579296295002,-0.0013229995305421571
2026-03-20,0.0038201966409965996,4,0.19999999999999987,102709.63570498321,0.027096357049832154,0.0
2026-03-23,-0.0063692361359015,4,0.1999999999999998,102055.45378174576,0.02055453781745764,-0.006369236135901457
2026-03-24,-0.0005390129981483562,4,0.1999999999999999,102000.44456562547,0.0200044456562547,-0.006904816032984318
2026-03-25,0.00017895538468220702,4,0.19999999999999968,102018.69809442048,0.02018698094420479,-0.006727096302311275
2026-03-26,0.0005065252025696159,4,0.1999999999999999,102070.37313613865,0.02070373136138648,-0.006223978543558939
2026-03-27,0.002406409522834175,4,0.1999999999999998,102315.9962540527,0.02315996254052699,-0.003832546461961739
2026-03-30,0.011386341957100237,4,0.1999999999999998,103481.00117508274,0.03481001175082743,0.0
2026-03-31,-0.0010013642745232022,4,0.1999999999999998,103377.37899741413,0.033773789974141266,-0.001001364274523131
2026-04-01,0.0017329604865713001,4,0.0874999999999999,103556.52791042194,0.03556527910421936,0.0
2026-04-02,-0.0008908857911757134,4,0.19999999999999982,103464.27087112304,0.03464270871123043,-0.0008908857911757995
2026-04-07,-0.0009161966640530377,4,0.0874999999999998,103369.47725130223,0.03369477251302233,-0.0018062662286389974
2026-04-08,-0.0006751008944251136,4,0.19999999999999968,103299.69242475364,0.03299692424753631,-0.0024801477111173753
2026-04-09,-0.000966271201265,4,0.1999999999999999,103199.87690686405,0.03199876906864052,-0.0034440224170744216
