start_date,end_date,initial_capital,final_nav,total_return,trading_days,nonzero_ret_days,avg_holdings,avg_exposure,cash_days,sharpe,mdd
2026-01-09,2026-04-08,100000.0,103854.6445375926,0.038546445375925886,53,48,7.2075471698113205,0.4528301886792453,5,0.9496990201764842,-0.08128897062731233
